Samples	Signatures	Mutations
KiCS0172_321979	Advanced-Treated	3597
KiCS0179_322516	Advanced-Treated	0
KiCS0184_324069	Advanced-Treated	3135
KiCS0190_327483	Advanced-Treated	0
KiCS0192_330523	Advanced-Treated	2924
KiCS0193_328018	Advanced-Treated	4406
KiCS0193_328020	Advanced-Treated	0
KiCS0194_328185	Advanced-Treated	9850
KiCS0195_328069	Advanced-Treated	23892
KiCS0197_20_1402_A_02_00	Advanced-Treated	13402
KiCS0197_20_15931_A_02_00	Advanced-Treated	449
KiCS0200_332386	Advanced-Treated	0
KiCS0204_19_13898_A_02_00	Advanced-Treated	8891
KiCS0214_18_2567	Advanced-Treated	0
KiCS0218_18_1530	Advanced-Treated	4403
KiCS0218_18_751	Advanced-Treated	4230
KiCS0218_20_11154_A_02_00	Advanced-Treated	18792
KiCS0220_18_3730	Advanced-Treated	1909
KiCS0220_18_8816_A_02_00	Advanced-Treated	5581
KiCS0221_18_2564	Advanced-Treated	12782
KiCS0222_18_7573	Advanced-Treated	0
KiCS0225_18_2571	Advanced-Treated	1735
KiCS0227_18_2559	Advanced-Treated	0
KiCS0228_18_7577	Advanced-Treated	2865
KiCS0235_18_4828	Advanced-Treated	0
KiCS0239_18_7570	Advanced-Treated	0
KiCS0240_18_8811	Advanced-Treated	2131
KiCS0241_19_7197	Advanced-Treated	0
KiCS0245_18_12071	Advanced-Treated	0
KiCS0246_18_11279	Advanced-Treated	0
KiCS0249_19_18443	Advanced-Treated	0
KiCS0249_20_423_A_02_00	Advanced-Treated	2401
KiCS0249_20_7122_A_02_00	Advanced-Treated	4040
KiCS0252_18_9296	Advanced-Treated	277
KiCS0259_18_12197	Advanced-Treated	1106
KiCS0261_19_18923_A_02_00	Advanced-Treated	9550
KiCS0263_18_15764_A_03_01	Advanced-Treated	11688
KiCS0266_19_13897_A_02_00	Advanced-Treated	0
KiCS0270_19_13895_A_02_00	Advanced-Treated	2455
KiCS0271_19_13900_A_02_00	Advanced-Treated	0
KiCS0272_20_18312_A_02_00	Advanced-Treated	0
KiCS0274_19_4026_A_02_00	Advanced-Treated	0
KiCS0276_19_5404_A_02_00	Advanced-Treated	14603
KiCS0277_19_4280_A_02_00	Advanced-Treated	5338
KiCS0282_19_8768_A_02_00	Advanced-Treated	7735
KiCS0283_19_15299_A_02_00	Advanced-Treated	1314
KiCS0285_19_15633_A_02_00	Advanced-Treated	0
KiCS0288_20_11147_A_02_00	Advanced-Treated	0
KiCS0292_19_15636_A_02_00	Advanced-Treated	724
KiCS0293_19_15645_A_02_00	Advanced-Treated	0
KiCS0295_20_6217_A_02_00	Advanced-Treated	1772
KiCS0298_20_11148_A_02_00	Advanced-Treated	0
KiCS0302_19_15647_A_02_00	Advanced-Treated	528
KiCS0306_19_19567_A_02_00	Advanced-Treated	6681
KiCS0310_19_15653_A_02_00	Advanced-Treated	0
KiCS0312_19_15651_A_02_00	Advanced-Treated	0
KiCS0314_19_11045_A_02_00	Advanced-Treated	0
KiCS0319_19_11213_A_02_00	Advanced-Treated	0
KiCS0319_19_19753_A_02_00	Advanced-Treated	1870
KiCS0320_20_18316_A_02_00	Advanced-Treated	0
KiCS0323_19_26722_A_02_00	Advanced-Treated	0
KiCS0324_19_15655_A_02_00	Advanced-Treated	5892
KiCS0326_19_21779_A_02_00	Advanced-Treated	3259
KiCS0327_20_75_A_02_00	Advanced-Treated	7285
KiCS0329_19_12113_A_02_00	Advanced-Treated	0
KiCS0332_19_12115_A_02_00	Advanced-Treated	2565
KiCS0333_19_16938_A_02_00	Advanced-Treated	0
KiCS0333_19_16940_A_02_00	Advanced-Treated	1844
KiCS0336_20_76_A_02_00	Advanced-Treated	0
KiCS0337_19_12649_A_02_00	Advanced-Treated	0
KiCS0341_19_17403_A_02_00	Advanced-Treated	0
KiCS0343_19_13225_A_06_00	Advanced-Treated	0
KiCS0349_19_17411_A_02_00	Advanced-Treated	14523
KiCS0350_19_25243_A_02_00	Advanced-Treated	6420
KiCS0350_20_1787_A_02_00	Advanced-Treated	0
KiCS0354_19_19173_A_02_00	Advanced-Treated	0
KiCS0356_19_17417_A_02_00	Advanced-Treated	0
KiCS0358_19_19175_A_02_00	Advanced-Treated	0
KiCS0359_19_18908_A_02_00	Advanced-Treated	0
KiCS0362_19_19176_A_02_00	Advanced-Treated	0
KiCS0363_19_21783_A_02_00	Advanced-Treated	4077
KiCS0363_19_21794_A_02_00	Advanced-Treated	0
KiCS0365_19_19570_A_02_00	Advanced-Treated	19292
KiCS0366_19_20056_A_02_00	Advanced-Treated	0
KiCS0366_20_11333_A_02_00	Advanced-Treated	4767
KiCS0370_19_21815_A_02_00	Advanced-Treated	0
KiCS0374_20_3760_A_02_00	Advanced-Treated	0
KiCS0376_19_23808_A_02_00	Advanced-Treated	4557
KiCS0377_20_18334_A_02_00	Advanced-Treated	0
KiCS0378_19_25245_A_02_00	Advanced-Treated	0
KiCS0380_19_25917_A_02_00	Advanced-Treated	0
KiCS0386_20_425_A_02_00	Advanced-Treated	0
KiCS0391_20_11161_A_02_00	Advanced-Treated	0
KiCS0487_20_20203_A_02_00	Advanced-Treated	0
zcc1	Advanced-Treated	0
zcc2	Advanced-Treated	0
zcc4	Advanced-Treated	0
zcc5	Advanced-Treated	9011
zcc7	Advanced-Treated	0
zcc8	Advanced-Treated	6838
zcc9	Advanced-Treated	6713
zcc10	Advanced-Treated	15380
zcc11	Advanced-Treated	4512
zcc12	Advanced-Treated	0
zcc13	Advanced-Treated	1083
zcc14	Advanced-Treated	4537
zcc15	Advanced-Treated	2362
zcc16	Advanced-Treated	0
zcc17	Advanced-Treated	0
zcc18	Advanced-Treated	0
zcc20	Advanced-Treated	5057
zcc22	Advanced-Treated	6832
zcc23	Advanced-Treated	4477
zcc24	Advanced-Treated	0
zcc25	Advanced-Treated	4307
zcc26	Advanced-Treated	0
zcc27	Advanced-Treated	7718
zcc30	Advanced-Treated	0
zcc31	Advanced-Treated	0
zcc32	Advanced-Treated	670
zcc33	Advanced-Treated	3551
zcc34	Advanced-Treated	0
zcc36	Advanced-Treated	0
zcc37	Advanced-Treated	0
zcc38	Advanced-Treated	6529
zcc39	Advanced-Treated	0
zcc40	Advanced-Treated	0
zcc41	Advanced-Treated	0
zcc42	Advanced-Treated	0
zcc43	Advanced-Treated	0
zcc44	Advanced-Treated	0
zcc45	Advanced-Treated	0
zcc46	Advanced-Treated	1421
zcc47	Advanced-Treated	0
zcc48	Advanced-Treated	4917
zcc49	Advanced-Treated	4773
zcc50	Advanced-Treated	2039
zcc54	Advanced-Treated	0
zcc56	Advanced-Treated	3333
zcc57	Advanced-Treated	9853
zcc58	Advanced-Treated	7693
zcc59	Advanced-Treated	3010
zcc60	Advanced-Treated	3723
zcc61	Advanced-Treated	7434
zcc62	Advanced-Treated	0
zcc64	Advanced-Treated	0
zcc66	Advanced-Treated	1934
zcc67	Advanced-Treated	5722
zcc68	Advanced-Treated	0
zcc69	Advanced-Treated	0
zcc70	Advanced-Treated	4426
zcc71	Advanced-Treated	0
zcc72	Advanced-Treated	1621
zcc73	Advanced-Treated	0
zcc74	Advanced-Treated	16724
zcc75	Advanced-Treated	0
zcc76	Advanced-Treated	2264
zcc77	Advanced-Treated	10232
zcc78	Advanced-Treated	1761
zcc80	Advanced-Treated	14489
zcc81	Advanced-Treated	0
zcc82	Advanced-Treated	0
zcc83	Advanced-Treated	0
zcc86	Advanced-Treated	631
zcc87	Advanced-Treated	0
zcc88	Advanced-Treated	0
zcc89	Advanced-Treated	3018
zcc90	Advanced-Treated	0
zcc91	Advanced-Treated	0
zcc92	Advanced-Treated	0
zcc94	Advanced-Treated	0
zcc95	Advanced-Treated	0
zcc96	Advanced-Treated	0
zcc97	Advanced-Treated	7521
zcc98	Advanced-Treated	0
zcc279	Advanced-Treated	13997
zcc99	Advanced-Treated	0
zcc100	Advanced-Treated	3643
zcc101	Advanced-Treated	0
zcc102	Advanced-Treated	3296
zcc103	Advanced-Treated	0
zcc104	Advanced-Treated	0
zcc106	Advanced-Treated	1183
zcc108	Advanced-Treated	0
zcc109	Advanced-Treated	1175
zcc110	Advanced-Treated	0
zcc111	Advanced-Treated	0
zcc112	Advanced-Treated	0
zcc113	Advanced-Treated	0
zcc114	Advanced-Treated	6957
zcc115	Advanced-Treated	2225
zcc116	Advanced-Treated	0
zcc117	Advanced-Treated	0
zcc119	Advanced-Treated	5335
zcc120	Advanced-Treated	0
zcc121	Advanced-Treated	3996
zcc122	Advanced-Treated	0
zcc123	Advanced-Treated	1463
zcc124	Advanced-Treated	3623
zcc125	Advanced-Treated	1794
zcc126	Advanced-Treated	1301
zcc127	Advanced-Treated	3789
zcc128	Advanced-Treated	0
zcc129	Advanced-Treated	0
zcc130	Advanced-Treated	13851
zcc131	Advanced-Treated	5877
zcc132	Advanced-Treated	19304
zcc133	Advanced-Treated	0
zcc134	Advanced-Treated	0
zcc135	Advanced-Treated	0
zcc137	Advanced-Treated	0
zcc138	Advanced-Treated	13803
zcc139	Advanced-Treated	2801
zcc141	Advanced-Treated	0
zcc143	Advanced-Treated	0
zcc144	Advanced-Treated	0
zcc146	Advanced-Treated	0
zcc147	Advanced-Treated	5341
zcc148	Advanced-Treated	2316
zcc149	Advanced-Treated	2143
zcc150	Advanced-Treated	0
zcc152	Advanced-Treated	0
zcc153	Advanced-Treated	0
zcc156	Advanced-Treated	6805
zcc157	Advanced-Treated	2139
zcc158	Advanced-Treated	4247
zcc159	Advanced-Treated	0
zcc161	Advanced-Treated	0
zcc162	Advanced-Treated	0
zcc163	Advanced-Treated	0
zcc164	Advanced-Treated	0
zcc165	Advanced-Treated	0
zcc166	Advanced-Treated	0
zcc167	Advanced-Treated	0
zcc168	Advanced-Treated	0
zcc169	Advanced-Treated	2059
zcc170	Advanced-Treated	0
zcc171	Advanced-Treated	3343
zcc172	Advanced-Treated	1098
zcc173	Advanced-Treated	1472
zcc174	Advanced-Treated	1358
zcc175	Advanced-Treated	0
zcc176	Advanced-Treated	0
zcc177	Advanced-Treated	0
zcc178	Advanced-Treated	0
zcc331	Advanced-Treated	15270
zcc179	Advanced-Treated	0
zcc180	Advanced-Treated	2915
zcc182	Advanced-Treated	0
zcc183	Advanced-Treated	0
zcc184	Advanced-Treated	9203
zcc185	Advanced-Treated	3541
zcc186	Advanced-Treated	2959
zcc187	Advanced-Treated	7135
zcc190	Advanced-Treated	4758
zcc191	Advanced-Treated	13175
zcc192	Advanced-Treated	0
zcc193	Advanced-Treated	0
zcc194	Advanced-Treated	0
zcc344	Advanced-Treated	8824
zcc195	Advanced-Treated	655
zcc196	Advanced-Treated	4046
zcc197	Advanced-Treated	0
zcc355	Advanced-Treated	4764
zcc198	Advanced-Treated	6420
zcc199	Advanced-Treated	6879
zcc200	Advanced-Treated	0
zcc365	Advanced-Treated	3274
zcc201	Advanced-Treated	0
zcc202	Advanced-Treated	0
zcc203	Advanced-Treated	0
zcc377	Advanced-Treated	3392
zcc380	Advanced-Treated	5679
zcc205	Advanced-Treated	0
zcc403	Advanced-Treated	9239
zcc206	Advanced-Treated	0
zcc207	Advanced-Treated	0
zcc209	Advanced-Treated	0
zcc210	Advanced-Treated	0
zcc211	Advanced-Treated	0
zcc212	Advanced-Treated	0
zcc213	Advanced-Treated	6393
zcc214	Advanced-Treated	14349
zcc215	Advanced-Treated	2237
zcc216	Advanced-Treated	14779
zcc218	Advanced-Treated	21502
zcc219	Advanced-Treated	0
zcc220	Advanced-Treated	0
zcc221	Advanced-Treated	0
zcc222	Advanced-Treated	0
zcc223	Advanced-Treated	5868
zcc224	Advanced-Treated	0
zcc225	Advanced-Treated	10955
zcc226	Advanced-Treated	3215
zcc227	Advanced-Treated	1833
zcc228	Advanced-Treated	0
zcc229	Advanced-Treated	4152
zcc230	Advanced-Treated	0
zcc234	Advanced-Treated	10824
zcc235	Advanced-Treated	6157
zcc237	Advanced-Treated	1249
zcc238	Advanced-Treated	0
zcc239	Advanced-Treated	0
zcc240	Advanced-Treated	1473
zcc241	Advanced-Treated	0
zcc242	Advanced-Treated	6974
zcc243	Advanced-Treated	0
zcc244	Advanced-Treated	5445
zcc245	Advanced-Treated	0
zcc246	Advanced-Treated	3190
zcc247	Advanced-Treated	0
zcc248	Advanced-Treated	0
zcc249	Advanced-Treated	0
zcc250	Advanced-Treated	0
zcc251	Advanced-Treated	0
zcc252	Advanced-Treated	11258
IID_H158186_T02_01_WG01	Advanced-Treated	174714
KiCS0014_328066	Advanced-Treated	289170
KiCS0032_273811	Advanced-Treated	63551
KiCS0060_291967	Advanced-Treated	0
KiCS0062_291776	Advanced-Treated	0
KiCS0156_315663	Advanced-Treated	74470
KiCS0182_331429	Advanced-Treated	247736
KiCS0195_327479	Advanced-Treated	34245
KiCS0219_18_1752	Advanced-Treated	0
KiCS0220_18_748	Advanced-Treated	51372
KiCS0224_18_1655	Advanced-Treated	0
KiCS0231_18_5970	Advanced-Treated	0
KiCS0279_19_2126_A_02_00	Advanced-Treated	0
KiCS0281_19_23340_A_02_00	Advanced-Treated	0
KiCS0284_20_18306_A_02_00	Advanced-Treated	0
KiCS0345_20_11162_A_02_00	Advanced-Treated	32653
KiCS0352_19_17420_A_02_00	Advanced-Treated	0
KiCS0368_20_6000_A_02_00	Advanced-Treated	0
KiCS0385_20_6460_A_02_00	Advanced-Treated	0
KiCS0388_20_8809_A_02_00	Advanced-Treated	0
KiCS0400_20_1851_A_02_00	Advanced-Treated	0
zcc79	Advanced-Treated	78600
zcc105	Advanced-Treated	41118
zcc140	Advanced-Treated	30383
zcc189	Advanced-Treated	0
zcc425	Advanced-Treated	482028
zcc208	Advanced-Treated	0
zcc231	Advanced-Treated	0
zcc236	Advanced-Treated	0
I-H-108298-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	9302
I-H-108317-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	3255
I-H-108319-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	7725
I-H-108333-T2-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	4404
I-H-133672-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-133673-T2-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	6985
I-H-133674-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-133675-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	2834
I-H-134733-T3-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	7478
I-H-134753-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-134754-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-134757-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-134768-T1-1-D1-2	"Advanced-Treated
(minus thr SNVs)"	3512
I-H-135062-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-135065-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	4423
I-H-135074-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	23470
I-H-135076-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	1442
I-H-135088-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	4771
I-H-135387-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-135393-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-135459-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-135463-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	3509
I-H-135963-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-135963-T2-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	0
I-H-135967-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	15940
I-H-136083-T1-2-D1-1	"Advanced-Treated
(minus thr SNVs)"	1691
I-H-136086-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	1366
I-H-136134-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	7512
I-H-136375-T1-1-D1-1	"Advanced-Treated
(minus thr SNVs)"	3989
IID_H134768_T02_01_WG01	"Advanced-Treated
(minus thr SNVs)"	4962
IID_H136433_T07_01_WG01	"Advanced-Treated
(minus thr SNVs)"	7641
IID_H136641_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	0
IID_H136648_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	2854
IID_H136649_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	4129
IID_H156407_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	5164
IID_H156409_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	0
IID_H156416_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	847
IID_H158181_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	0
IID_H158182_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	1081
IID_H158186_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	8008
IID_H158223_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	8447
IID_H158271_T01_01_WG01	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0002_321321	"Advanced-Treated
(minus thr SNVs)"	105
KiCS0003_20_15220_A_02_00	"Advanced-Treated
(minus thr SNVs)"	17044
KiCS0003_285201	"Advanced-Treated
(minus thr SNVs)"	1596
KiCS0003_285202	"Advanced-Treated
(minus thr SNVs)"	3670
KiCS0005_300238	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0005_4677	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0006_274243	"Advanced-Treated
(minus thr SNVs)"	3842
KiCS0008_289185	"Advanced-Treated
(minus thr SNVs)"	16102
KiCS0010_270645	"Advanced-Treated
(minus thr SNVs)"	6761
KiCS0010_270647	"Advanced-Treated
(minus thr SNVs)"	15623
KiCS0011_19_24259_A_02_00	"Advanced-Treated
(minus thr SNVs)"	1108
KiCS0011_270648	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0013_319375	"Advanced-Treated
(minus thr SNVs)"	1714
KiCS0015_18_7567	"Advanced-Treated
(minus thr SNVs)"	7606
KiCS0015_283113	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0015_288017	"Advanced-Treated
(minus thr SNVs)"	6214
KiCS0015_316119	"Advanced-Treated
(minus thr SNVs)"	8573
KiCS0016_270650	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0017_270651	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0017_271603	"Advanced-Treated
(minus thr SNVs)"	286
KiCS0024_272790	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0025_272791	"Advanced-Treated
(minus thr SNVs)"	4813
KiCS0025_307284	"Advanced-Treated
(minus thr SNVs)"	11518
KiCS0029_274194	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0030_273368	"Advanced-Treated
(minus thr SNVs)"	7940
KiCS0031_283112	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0033_319631	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0035_18_2434_A_03_00	"Advanced-Treated
(minus thr SNVs)"	7287
KiCS0035_270452	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0036_275797	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0036_275798	"Advanced-Treated
(minus thr SNVs)"	2617
KiCS0037_283114	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0038_305256	"Advanced-Treated
(minus thr SNVs)"	1017
KiCS0038_310410	"Advanced-Treated
(minus thr SNVs)"	2084
KiCS0039_297368	"Advanced-Treated
(minus thr SNVs)"	1289
KiCS0041_317510	"Advanced-Treated
(minus thr SNVs)"	2029
KiCS0041_317512	"Advanced-Treated
(minus thr SNVs)"	1907
KiCS0042_284388	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0044_285046	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0045_288555	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0046_292280	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0048_18_753	"Advanced-Treated
(minus thr SNVs)"	17959
KiCS0048_290132	"Advanced-Treated
(minus thr SNVs)"	15092
KiCS0049_289183	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0049_289187	"Advanced-Treated
(minus thr SNVs)"	682
KiCS0050_290492	"Advanced-Treated
(minus thr SNVs)"	3141
KiCS0051_289184	"Advanced-Treated
(minus thr SNVs)"	6570
KiCS0052_289182	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0055_318143	"Advanced-Treated
(minus thr SNVs)"	3707
KiCS0059_291150	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0061_290886	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0064_293844	"Advanced-Treated
(minus thr SNVs)"	16300
KiCS0066_301446	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0067_294232	"Advanced-Treated
(minus thr SNVs)"	7504
KiCS0068_294906	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0069_295533	"Advanced-Treated
(minus thr SNVs)"	8821
KiCS0069_298700	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0074_20_10579_A_02_00	"Advanced-Treated
(minus thr SNVs)"	2780
KiCS0074_296401	"Advanced-Treated
(minus thr SNVs)"	174
KiCS0074_302458	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0076_299020	"Advanced-Treated
(minus thr SNVs)"	1860
KiCS0076_303115	"Advanced-Treated
(minus thr SNVs)"	1825
KiCS0078_297044	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0079_19_7192	"Advanced-Treated
(minus thr SNVs)"	1617
KiCS0083_298314	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0085_299826	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0086_298838	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0087_297229	"Advanced-Treated
(minus thr SNVs)"	4363
KiCS0088_298840	"Advanced-Treated
(minus thr SNVs)"	204
KiCS0090_299554	"Advanced-Treated
(minus thr SNVs)"	15326
KiCS0091_18_14899_A_02_00	"Advanced-Treated
(minus thr SNVs)"	9337
KiCS0092_19_18518_A_02_00	"Advanced-Treated
(minus thr SNVs)"	14071
KiCS0092_298842	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0092_319682	"Advanced-Treated
(minus thr SNVs)"	8470
KiCS0092_329766	"Advanced-Treated
(minus thr SNVs)"	8123
KiCS0093_305080	"Advanced-Treated
(minus thr SNVs)"	6755
KiCS0093_314662	"Advanced-Treated
(minus thr SNVs)"	312
KiCS0095_300240	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0096_302713	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0098_301161	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0098_301163	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0101_303761	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0103_304770	"Advanced-Treated
(minus thr SNVs)"	2678
KiCS0104_303117	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0104_312594	"Advanced-Treated
(minus thr SNVs)"	285
KiCS0106_302802	"Advanced-Treated
(minus thr SNVs)"	2300
KiCS0107_307283	"Advanced-Treated
(minus thr SNVs)"	1183
KiCS0111_313467	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0112_306734	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0114_304772	"Advanced-Treated
(minus thr SNVs)"	3473
KiCS0115_313555	"Advanced-Treated
(minus thr SNVs)"	727
KiCS0116_307117	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0119_307642	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0120_308112	"Advanced-Treated
(minus thr SNVs)"	152
KiCS0120_308114	"Advanced-Treated
(minus thr SNVs)"	1396
KiCS0121_311881	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0123_308934	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0125_309277	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0126_328068	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0128_310151	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0143_316365	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0145_314010	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0149_316368	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0150_315216	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0152_316245	"Advanced-Treated
(minus thr SNVs)"	3477
KiCS0154_18_752	"Advanced-Treated
(minus thr SNVs)"	3729
KiCS0154_326256	"Advanced-Treated
(minus thr SNVs)"	3327
KiCS0155_18_9678	"Advanced-Treated
(minus thr SNVs)"	2542
KiCS0155_314807	"Advanced-Treated
(minus thr SNVs)"	813
KiCS0155_314825	"Advanced-Treated
(minus thr SNVs)"	809
KiCS0161_319069	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0162_317276	"Advanced-Treated
(minus thr SNVs)"	3123
KiCS0164_317770	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0165_317832	"Advanced-Treated
(minus thr SNVs)"	11191
KiCS0169_319629	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0170_320432	"Advanced-Treated
(minus thr SNVs)"	745
KiCS0171_19_17562_A_02_00	"Advanced-Treated
(minus thr SNVs)"	2116
KiCS0171_319910	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0172_321979	"Advanced-Treated
(minus thr SNVs)"	3597
KiCS0179_322516	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0184_324069	"Advanced-Treated
(minus thr SNVs)"	3135
KiCS0190_327483	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0192_330523	"Advanced-Treated
(minus thr SNVs)"	2924
KiCS0193_328018	"Advanced-Treated
(minus thr SNVs)"	4406
KiCS0193_328020	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0194_328185	"Advanced-Treated
(minus thr SNVs)"	3780
KiCS0195_328069	"Advanced-Treated
(minus thr SNVs)"	23892
KiCS0197_20_1402_A_02_00	"Advanced-Treated
(minus thr SNVs)"	11554
KiCS0197_20_15931_A_02_00	"Advanced-Treated
(minus thr SNVs)"	449
KiCS0200_332386	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0204_19_13898_A_02_00	"Advanced-Treated
(minus thr SNVs)"	5059
KiCS0214_18_2567	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0218_18_1530	"Advanced-Treated
(minus thr SNVs)"	4403
KiCS0218_18_751	"Advanced-Treated
(minus thr SNVs)"	4230
KiCS0218_20_11154_A_02_00	"Advanced-Treated
(minus thr SNVs)"	11398
KiCS0220_18_3730	"Advanced-Treated
(minus thr SNVs)"	1909
KiCS0220_18_8816_A_02_00	"Advanced-Treated
(minus thr SNVs)"	5581
KiCS0221_18_2564	"Advanced-Treated
(minus thr SNVs)"	12782
KiCS0222_18_7573	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0225_18_2571	"Advanced-Treated
(minus thr SNVs)"	1735
KiCS0227_18_2559	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0228_18_7577	"Advanced-Treated
(minus thr SNVs)"	2865
KiCS0235_18_4828	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0239_18_7570	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0240_18_8811	"Advanced-Treated
(minus thr SNVs)"	2131
KiCS0241_19_7197	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0245_18_12071	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0246_18_11279	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0249_19_18443	"Advanced-Treated
(minus thr SNVs)"	0
KiCS0249_20_423_A_02_00	"Advanced-Treated
(minus thr SNVs)"	2401
KiCS0249_20_7122_A_02_00	"Advanced-Treated
(minus thr SNVs)"	4040
