Sample_id	sbs_burden	dbs_burden	id_burden	sbs_log	dbs_log	id_log
zcc113	Low	Low	Mid	3.174931594	1	2.629409599
zcc114	Low	High	Mid	3.842422003	1.792391689	2.900913068
zcc115	Low	Low	Mid	3.347330015	1.041392685	2.605305046
zcc116	Low	Low	Mid	3.371067862	1.322219295	2.64246452
zcc117	Low	Low	Mid	3.649237472	1.591064607	2.574031268
zcc118	Low	Low	Mid	3.290924559	1.342422681	2.63447727
zcc119	Low	High	Mid	3.727134424	1.799340549	2.95230801
zcc120	Low	Low	Mid	3.675044736	1.322219295	3.225309282
zcc121	Low	Low	Mid	3.60162548	1.041392685	2.703291378
zcc122	Low	Low	Mid	3.006893708	0.301029996	2.480006943
zcc123	Low	Low	Mid	3.165244326	0.84509804	2.45484486
zcc124	Low	Low	Mid	3.559068334	1.681241237	3.010299957
zcc125	Low	Low	Mid	3.270445908	1.380211242	2.674861141
zcc126	Low	Low	Mid	3.134495856	1.301029996	2.697229343
zcc127	Low	Low	Mid	3.578524605	1.204119983	2.812244697
zcc128	Low	Low	Mid	3.302114377	1.230448921	2.557507202
zcc129	Low	Low	Mid	3.373095987	0.903089987	2.723455672
zcc292	High	High	Mid	4.438463235	2.948901761	3.266231697
zcc130	Low	High	Mid	4.141481129	1.954242509	2.8162413
zcc131	Low	High	Mid	3.769155691	2.120573931	3.140508043
zcc132	Low	High	Mid	4.285647309	1.919078092	2.970811611
zcc133	Low	Low	Mid	3.96722026	1.62324929	2.831869774
zcc134	Low	Low	Mid	2.960946196	0.77815125	2.45331834
zcc135	Low	Low	Mid	3.58726185	1.342422681	2.894869657
zcc136	Low	High	Mid	3.910731098	2.170261715	3.23299611
zcc137	Low	Low	Mid	3.127428778	0.77815125	2.658011397
zcc138	Low	Low	Mid	4.139973488	1.653212514	2.868056362
zcc139	Low	Low	Mid	3.447313109	1.176091259	2.798650645
zcc140	High	Low	Mid	4.482630654	1.51851394	2.686636269
zcc141	Low	Low	Mid	3.564666064	1.301029996	2.812244697
zcc142	Low	Low	Mid	3.746789832	1.505149978	2.73479983
zcc143	Low	Low	Mid	3.002166062	0.77815125	2.424881637
zcc144	Low	Low	Mid	3.621487865	1.447158031	3.031812271
zcc145	Low	Low	Mid	3.174059808	0.84509804	2.544068044
zcc146	Low	Low	Mid	3.547282308	1.230448921	3.035029282
zcc147	Low	High	Mid	3.727622578	1.819543936	2.748962861
zcc148	Low	Low	Mid	3.364738555	0.954242509	2.482873584
zcc149	Low	Low	Mid	3.331022171	1.041392685	2.723455672
zcc150	Low	Low	Mid	3.515741417	1.230448921	2.812913357
zcc151	Low	Low	Mid	3.539577883	1.491361694	2.608526034
zcc152	Low	Low	Mid	3.325104983	1.079181246	2.683047038
zcc153	Low	Low	Mid	3.339848783	0.84509804	2.650307523
zcc154	Low	High	Mid	4.273973004	2.193124598	2.880241776
zcc155	Low	Low	Mid	2.997823081	0.77815125	2.480006943
zcc156	Low	High	Mid	3.83282813	1.755874856	2.92992956
zcc157	Low	Low	Mid	3.330210785	0.84509804	2.635483747
zcc158	Low	High	Mid	3.676236217	1.826074803	2.743509765
zcc159	Low	Low	Mid	3.422097163	1.204119983	2.597695186
zcc160	Low	High	Mid	3.796366155	2.278753601	2.963315511
zcc161	Low	Low	Mid	3.143639235	1.041392685	2.639486489
zcc162	Low	Low	Mid	3.16790781	0.77815125	2.56937391
zcc163	Low	High	Mid	3.828595456	1.851258349	3.059563418
zcc164	Low	Low	Mid	3.15715444	1.041392685	2.494154594
zcc165	Low	Low	Mid	3.34084055	0.954242509	2.695481676
zcc166	Low	Low	Mid	3.463743721	1.146128036	2.722633923
zcc167	Low	Low	Mid	3.111262514	1.079181246	2.421603927
zcc168	Low	Low	Mid	3.127752516	1.041392685	2.532754379
zcc169	Low	Low	Mid	3.313656347	1.505149978	2.544068044
zcc170	Low	Low	Mid	3.155639634	1.146128036	2.687528961
zcc171	Low	High	Mid	3.524136377	1.785329835	2.810232518
zcc172	Low	Low	Mid	3.04060234	0.84509804	2.564666064
zcc173	Low	Low	Mid	3.16790781	0.77815125	2.421603927
zcc174	Low	Low	Mid	3.13289977	0.77815125	2.521138084
zcc175	Low	Low	Mid	3.147985321	1.113943352	2.437750563
zcc176	Low	Low	Mid	3.83046035	1.477121255	3.036628895
zcc177	Low	Low	Mid	3.556302501	1.230448921	2.631443769
zcc178	Low	Low	Mid	3.181557774	0.602059991	2.428134794
zcc331	Low	High	Mid	4.183839037	2.158362492	2.796574333
zcc179	Low	Low	Mid	2.998259338	0.77815125	2.416640507
zcc180	Low	Low	Mid	3.464638559	1.146128036	2.705007959
zcc181	Low	Low	Mid	3.26927939	0.903089987	2.484299839
zcc182	Low	Low	Mid	3.249687428	1.041392685	2.531478917
zcc183	Low	Low	Mid	3.314709693	1.079181246	2.51851394
zcc184	Low	Low	Mid	3.963929422	1.672097858	2.62838893
zcc185	Low	Low	Mid	3.549125927	1.491361694	2.617000341
zcc186	Low	Low	Mid	3.485011215	1.602059991	2.672097858
zcc187	Low	High	Mid	3.853393977	2.204119983	3.287129621
zcc188	Low	Low	Mid	3.249687428	1	2.492760389
zcc189	High	High	High	4.620063146	2.100370545	4.06881643
zcc337	Low	Low	Mid	3.526339277	1.612783857	2.611723308
zcc190	Low	Low	Mid	3.677424438	1.662757832	2.788168371
zcc191	Low	High	Mid	4.119750624	2.292256071	2.893761762
zcc192	Low	Low	Mid	3.3287872	1.079181246	2.589949601
zcc193	Low	Low	Mid	3.535926741	1.230448921	2.864511081
zcc194	Low	Low	Mid	3.689042339	1.491361694	2.769377326
zcc344	Low	High	Mid	3.945665499	2.290034611	2.839478047
zcc195	Low	Low	Low	2.8162413	0.602059991	2.064457989
zcc196	Low	Low	Mid	3.607025878	1.414973348	2.938019097
zcc197	Low	Low	Mid	2.98811284	0.602059991	2.457881897
zcc355	Low	Low	Mid	3.684845362	1.531478917	2.641474111
zcc198	Low	High	Mid	3.807535028	1.785329835	2.949877704
zcc199	Low	High	Mid	3.837525309	1.995635195	2.675778342
zcc200	Low	Low	Mid	3.228913406	0.84509804	2.471291711
zcc365	Low	High	Mid	3.515078675	2.008600172	2.922725458
zcc201	Low	Low	Mid	3.196176185	0.903089987	2.646403726
zcc202	Low	Low	Mid	3.14176323	0.903089987	2.482873584
zcc203	Low	Low	Mid	3.283527365	1	2.540329475
zcc377	Low	High	Mid	3.530455844	1.973127854	3.034628457
zcc204	Low	Low	Mid	3.516270883	1.146128036	2.877371346
zcc380	Low	High	Mid	3.754271869	1.785329835	3.013679697
zcc205	Low	Low	Mid	3.755874856	1.462397998	2.715167358
zcc401	Low	High	Mid	3.411451342	1.763427994	2.720985744
zcc403	Low	High	Mid	3.965624967	2.344392274	2.871572936
zcc425	High	High	High	5.683072266	2.824776462	5.59438371
zcc210	Low	Low	Mid	3.650307523	1.633468456	2.737192643
zcc211	Low	Low	Mid	3.607883744	1.342422681	2.771587481
zcc212	Low	High	Mid	3.887223331	1.886490725	2.981365509
zcc213	Low	Low	Mid	3.808548551	1.662757832	2.745855195
zcc214	Low	High	Mid	4.156821636	2.357934847	2.864511081
zcc215	Low	Low	Mid	3.349665984	1.230448921	2.58546073
zcc216	Low	High	Mid	4.169645049	1.963787827	3.047664195
zcc217	Low	Low	Mid	3.310905629	0.954242509	2.685741739
zcc218	Low	Low	Mid	4.332478858	1.602059991	2.675778342
zcc219	Low	Low	Mid	3.618571028	1.322219295	2.722633923
zcc220	Low	Low	Mid	3.238547888	1.079181246	2.471291711
zcc221	Low	Low	Mid	3.218272854	0.602059991	2.53529412
zcc222	Low	High	Mid	3.755646219	1.799340549	2.627365857
zcc206	Low	Low	Mid	3.474944335	1.204119983	2.695481676
zcc207	Low	Low	Mid	3.788239097	1.698970004	2.81756537
zcc223	Low	High	Mid	3.775391972	1.73239376	2.701567985
zcc224	Low	Low	Mid	3.502563669	1.278753601	2.619093331
zcc225	Low	High	Mid	4.040127442	2.257678575	2.79518459
zcc226	Low	Low	Mid	3.507180977	1.204119983	2.688419822
zcc227	Low	Low	Mid	3.283527365	0.77815125	2.526339277
zcc228	Low	Low	Mid	3.172018809	0.903089987	2.588831726
zcc229	Low	High	Mid	3.618257345	1.707570176	3.092018471
zcc230	Low	Low	Mid	3.322632712	1	2.555094449
zcc231	High	High	High	6.020039172	2.802773725	4.405807223
zcc232	Low	High	Mid	3.597256283	1.838849091	3.073351702
zcc233	Low	High	Mid	4.321784783	2.80685803	2.951337519
zcc234	Low	Low	Mid	4.034387784	1.62324929	2.924279286
zcc235	Low	Low	Mid	3.832764305	1.255272505	2.764176132
zcc236	High	High	High	4.651287708	2.399673721	4.707791525
zcc237	Low	Low	Mid	3.128399269	1.079181246	2.445604203
zcc238	Low	Low	Mid	3.420945406	0.84509804	2.612783857
zcc239	Low	Low	Mid	3.418135498	1	2.604226053
zcc240	Low	Low	Mid	3.181843588	1.113943352	2.59439255
zcc241	Low	Low	Mid	3.353916231	1	2.626340367
zcc242	Low	High	Mid	3.845594093	2.206825876	2.740362689
zcc243	Low	Low	Mid	3.077367905	0.77815125	2.437750563
zcc244	Low	Low	Mid	3.735997884	1.633468456	3.072984745
zcc245	Low	Low	Mid	3.469822016	1	2.7084209
zcc246	Low	Low	Mid	3.503790683	1.079181246	2.646403726
zcc247	Low	Low	Mid	3.18920949	0.477121255	2.340444115
zcc248	Low	Low	Mid	3.648262406	1.414973348	2.684845362
zcc249	Low	Low	Mid	3.429590802	0.84509804	2.736396502
zcc250	Low	High	Mid	3.677241846	1.949390007	2.482873584
zcc251	Low	Low	Mid	3.65069598	1.380211242	2.64246452
zcc252	Low	Low	Mid	4.051461244	1.477121255	2.774516966
zcc208	High	High	High	5.633438155	2.552668216	4.850744231
zcc209	Low	Low	Mid	3.131939295	0.602059991	2.408239965
I-H-133672-T1-2-D1-1	Low	Low	Mid	3.333447274	0.903089987	3.1532049
I-H-134756-T1-1-D1-1	Low	Low	Low	2.794488047	0.301029996	1.886490725
I-H-135065-T1-1-D1-1	Low	Low	Mid	3.645716939	1	2.413299764
I-H-135076-T1-1-D1-1	Low	Low	Mid	3.15896526	1.447158031	2.719331287
I-H-135088-T1-2-D1-1	Low	High	Mid	3.892094603	2.093421685	2.866287339
I-H-135420-T1-2-D1-1	Low	High	Mid	3.688864568	1.886490725	2.779596491
I-H-135462-T1-2-D1-1	High	High	High	4.493444109	2.709269961	3.862727528
I-H-135463-T1-2-D1-1	Low	Low	Mid	3.55278985	1.176091259	2.350248018
I-H-135467-T1-2-D1-1	Low	Low	Low	3.367728546	0.84509804	2.100370545
I-H-135973-T1-2-D1-1	Low	Low	Mid	3.551815822	1	2.315970345
I-H-136062-T1-1-D1-1	Low	Low	Mid	2.929418926	-19	2.361727836
I-H-136083-T1-2-D1-1	Low	Low	Low	3.237040791	1.079181246	2.10720997
I-H-136424-T1-1-D1-1	Low	Low	Mid	3.383994789	0.602059991	2.369215857
I-H-108298-T1-1-D1-1	Low	High	Mid	4.050263723	2.146128036	2.843232778
I-H-108317-T1-1-D1-1	Low	Low	Mid	3.512550993	1.322219295	2.954242509
I-H-108319-T1-1-D1-1	Low	High	Mid	4.023581658	2.025305865	2.907411361
I-H-108333-T2-2-D1-1	Low	Low	Mid	3.64384731	1.278753601	2.811575006
I-H-121266-T1-2-D1-1	Low	Low	Mid	3.150449409	0.77815125	2.494154594
I-H-133671-T1-2-D1-1	Low	Low	Mid	3.667452953	1.301029996	2.51054501
I-H-133673-T2-1-D1-1	Low	High	Mid	3.919391927	2.100370545	2.671172843
I-H-133674-T1-2-D1-1	Low	High	Mid	4.040008636	2.771587481	2.841984805
I-H-133675-T1-2-D1-1	Low	High	Mid	3.754501229	2.181843588	3.109915863
I-H-134733-T3-2-D1-1	Low	High	Mid	3.876333329	2.301029996	2.758911892
I-H-134753-T1-1-D1-1	Low	Low	Mid	3.743431365	1.491361694	2.845718018
I-H-134754-T1-1-D1-1	Low	Low	Mid	3.158663981	0.77815125	2.915399835
I-H-134757-T1-1-D1-1	Low	Low	Mid	3.7750276	1.204119983	2.716837723
I-H-134768-T1-1-D1-2	Low	Low	Mid	3.545554507	1.51851394	2.985426474
IID_H134768_T02_01_WG01	Low	Low	Mid	3.69565676	1.662757832	3.084576278
I-H-135062-T1-1-D1-1	Low	Low	High	3.816440168	1.342422681	3.515873844
IID_H135068_T05_01_WG01	Low	High	High	4.098366796	1.770852012	3.860876796
I-H-135074-T1-2-D1-1	Low	High	Mid	4.37051309	1.944482672	3.461048092
I-H-135387-T1-1-D1-1	Low	Low	Mid	3.476106717	1.278753601	2.369215857
I-H-135392-T1-1-D1-1	Low	Low	Low	3.208978517	0.698970004	1.643452676
I-H-135393-T1-1-D1-1	Low	Low	Mid	3.021189299	0.477121255	2.5132176
I-H-135459-T1-2-D1-1	Low	Low	Low	2.687528961	0.301029996	1.342422681
I-H-135963-T1-1-D1-1	Low	Low	Mid	3.502153893	1.477121255	2.658011397
I-H-135963-T2-2-D1-1	Low	High	Mid	3.599118565	1.73239376	3.001733713
I-H-135965-T1-1-D1-1	Low	Low	Low	3.053846427	0.602059991	1.51851394
I-H-135967-T1-2-D1-1	Low	High	Mid	4.371843355	2.477121255	3.43679851
I-H-135988-T1-2-D1-1	Low	Low	Low	3.194791758	0.903089987	1.770852012
I-H-136086-T1-1-D1-1	Low	Low	Low	3.135450699	0.698970004	2.181843588
I-H-136134-T1-1-D1-1	Low	High	Mid	4.190191581	2.315970345	3.024485668
I-H-136375-T1-1-D1-1	Low	High	Mid	3.874597769	2.336459734	2.961895474
I-H-136428-T1-1-D1-1	Low	Low	Mid	3.567496891	1.079181246	2.810232518
IID_H136433_T07_01_WG01	Low	Low	Mid	4.000564216	1.579783597	2.997823081
IID_H136640_T01_01_WG01	Low	Low	Mid	3.134177108	0	2.281033367
IID_H136641_T01_01_WG01	Low	Low	Mid	3.386498966	1.146128036	2.336459734
IID_H136648_T01_01_WG01	Low	High	Mid	3.675411694	1.73239376	2.501059262
IID_H136649_T01_01_WG01	Low	Low	Mid	3.68690427	1.612783857	2.756636108
IID_H156407_T01_01_WG01	Low	Low	Mid	3.750662646	1.397940009	2.761175813
IID_H156409_T01_01_WG01	Low	High	Mid	4.331001905	2.662757832	3.276461804
IID_H156416_T01_01_WG01	Low	Low	Low	2.92788341	0.698970004	1.707570176
IID_H156418_T01_01_WG01	Low	Low	Low	3.162564407	1.146128036	2.120573931
IID_H158181_T01_01_WG01	Low	Low	Mid	3.028571253	0.301029996	2.338456494
IID_H158182_T01_01_WG01	Low	High	Mid	3.592620821	2.1430148	3.167021796
IID_H158183_T01_01_WG01	Low	High	Mid	3.68735057	1.792391689	2.489958479
IID_H158184_T01_01_WG01	Low	Low	Mid	3.694254112	1.531478917	2.396199347
IID_H158186_T01_01_WG01	Low	Low	Mid	3.903524064	1.643452676	3.452859336
IID_H158186_T02_01_WG01	High	High	High	5.242327707	1.973127854	4.38438926
IID_H158223_T01_01_WG01	Low	High	Mid	3.930847192	2.26245109	2.881954971
IID_H158271_T01_01_WG01	Low	Low	Low	2.886490725	0.698970004	1.929418926
IID_H158493_T01_01_WG01	Low	Low	Mid	3.702171951	1.672097858	2.815577748
