	ID1	ID2	ID3	ID4	ID5	ID8	ID9	ID12	ID17	ID83L1	ID83I1	ID83I2	ID83I3/H1	ID83H2	ID83H3	ID83H4	ID83I4/H5
	MMRD/MSI	MMRD/MSI	Tobacco	Unknown	Unknown	Radiation	Unknown	Unknown	Top2A	Novel	Novel	Novel	Novel	Novel	Novel	Novel	Novel
KiCS0293_19_15645_A_02_00	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0
KiCS0295_19_3667_A_02_00	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	78
KiCS0295_20_6217_A_02_00	0	0	0	0	0	67	0	0	0	0	80	80	0	0	0	0	106
KiCS0296_19_6855	156	216	0	0	0	0	90	0	0	0	0	153	0	0	0	0	0
KiCS0298_19_3826	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
KiCS0298_20_11148_A_02_00	0	0	0	0	76	0	0	0	0	0	124	83	0	0	0	0	97
KiCS0299_19_3794	0	0	0	0	0	0	0	0	0	0	0	0	2360	0	0	0	197
KiCS0302_19_15647_A_02_00	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0
KiCS0306_19_19567_A_02_00	0	130	0	0	0	82	107	0	0	0	0	86	0	0	0	0	59
KiCS0310_19_15653_A_02_00	517	420	0	0	701	0	0	0	0	0	0	0	687	0	0	0	0
KiCS0312_19_15651_A_02_00	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0
KiCS0314_19_11045_A_02_00	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	81
KiCS0319_19_11213_A_02_00	396	511	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
KiCS0319_19_19753_A_02_00	548	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0320_20_18316_A_02_00	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	103
KiCS0323_19_26722_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3887
KiCS0324_19_15655_A_02_00	144	0	0	0	266	373	187	0	0	0	0	88	0	0	0	0	0
KiCS0326_19_21779_A_02_00	53	124	0	0	0	0	0	0	0	0	102	139	0	0	0	0	128
KiCS0327_20_75_A_02_00	94	108	0	0	0	111	130	0	0	0	0	124	0	0	0	0	85
KiCS0329_19_12113_A_02_00	0	0	0	0	67	0	0	0	0	0	54	97	0	0	0	0	68
KiCS0332_19_12115_A_02_00	0	0	0	0	0	0	51	0	0	0	0	108	0	0	0	0	72
KiCS0333_19_16938_A_02_00	0	0	0	0	0	0	57	0	0	0	0	0	82	0	0	0	0
KiCS0333_19_16940_A_02_00	0	0	0	0	0	0	0	0	0	0	113	241	0	0	0	0	0
KiCS0334_19_16943_A_02_00	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0
KiCS0336_20_76_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
KiCS0337_19_12649_A_02_00	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0
KiCS0339_20_1400_A_02_00	64	65	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0
KiCS0341_19_17403_A_02_00	53	0	0	0	0	121	0	0	0	0	0	286	0	0	0	0	140
KiCS0343_19_13225_A_06_00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5982
KiCS0345_20_1395_A_02_00	63	0	0	0	0	0	96	0	0	0	0	282	0	0	0	0	83
KiCS0347_19_17408_A_02_00	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0
KiCS0349_19_17411_A_02_00	0	0	265	0	0	0	206	0	0	0	0	185	0	0	0	0	85
KiCS0350_19_25243_A_02_00	74	0	0	0	0	0	125	0	0	0	0	119	0	0	0	0	0
KiCS0350_20_1787_A_02_00	57	0	0	0	0	0	90	0	0	0	0	99	0	0	0	0	51
KiCS0354_19_19173_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077
KiCS0356_19_17417_A_02_00	67	55	0	0	0	0	0	0	0	0	96	125	0	0	0	0	90
KiCS0358_19_19175_A_02_00	0	0	0	0	0	0	0	586	0	0	0	0	903	0	0	0	241
KiCS0359_19_18908_A_02_00	86	112	0	0	0	0	0	0	0	0	149	118	0	0	0	0	103
KiCS0361_19_18661_A_02_00	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0
KiCS0362_19_19176_A_02_00	0	0	0	0	0	161	0	370	0	0	0	0	220	0	0	0	382
KiCS0363_19_21783_A_02_00	60	0	0	0	0	0	0	0	76	0	97	53	0	0	0	0	0
KiCS0363_19_21794_A_02_00	90	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0
KiCS0365_19_19570_A_02_00	0	0	207	0	0	174	104	0	0	0	168	0	0	0	0	0	0
KiCS0366_19_20056_A_02_00	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0366_20_11333_A_02_00	418	106	0	0	0	0	0	0	0	0	197	102	0	0	0	0	97
KiCS0370_19_21815_A_02_00	0	0	0	0	0	205	0	495	0	0	0	0	0	0	0	0	303
KiCS0371_19_22172_A_02_00	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0
KiCS0374_20_3759_A_02_00	78	90	0	0	0	0	0	0	0	0	0	191	0	0	0	0	136
KiCS0374_20_3760_A_02_00	58	84	0	0	0	0	0	0	0	0	0	259	0	0	0	0	179
KiCS0375_20_484_A_02_00	0	0	0	0	0	0	0	4267	0	0	0	0	0	0	0	0	490
KiCS0376_19_23808_A_02_00	94	0	0	0	0	0	0	405	0	0	0	277	0	0	0	0	197
KiCS0377_20_18334_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2303
KiCS0378_19_25245_A_02_00	0	0	0	0	0	0	0	0	0	0	81	126	0	0	0	0	68
KiCS0379_20_18013_A_02_00	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	67
KiCS0380_19_25917_A_02_00	64	93	0	0	0	0	0	0	0	0	95	118	0	0	0	0	91
KiCS0383_19_25931_A_02_00	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	146
KiCS0386_20_425_A_02_00	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	126
KiCS0391_20_11161_A_02_00	0	68	0	0	0	0	0	0	0	0	0	191	0	0	0	0	112
KiCS0487_20_20203_A_02_00	210	144	0	0	0	0	0	0	0	0	0	218	0	0	0	0	230
zcc1	185	170	0	0	0	0	0	0	0	0	158	214	0	0	0	0	0
zcc2	92	0	0	0	0	0	0	0	0	0	177	322	0	0	0	0	0
zcc3	0	0	0	0	276	171	0	0	0	0	216	133	0	0	0	0	0
zcc4	52	78	0	0	0	0	0	0	0	0	179	234	0	0	0	0	0
zcc5	0	61	0	0	0	76	0	0	0	0	296	0	200	0	0	0	0
zcc6	0	0	0	0	0	0	0	0	0	0	128	275	0	0	0	0	0
zcc7	127	112	0	0	0	0	160	0	0	0	335	104	0	0	0	0	0
zcc8	86	0	0	0	0	151	0	0	0	0	613	199	0	0	0	0	0
zcc9	75	0	0	0	94	0	0	0	0	0	95	148	0	0	0	0	0
zcc10	9509	5339	0	0	0	0	0	0	0	0	0	0	0	0	4665	0	0
zcc11	142	0	0	0	0	0	0	0	0	0	217	136	0	0	0	0	0
zcc12	0	0	0	0	0	0	0	0	0	0	150	145	0	0	0	0	0
zcc13	0	0	0	0	0	0	0	0	0	0	169	111	0	0	0	0	0
zcc14	86	0	0	0	0	0	0	0	0	0	209	184	0	0	0	0	0
zcc15	0	0	0	0	0	0	0	0	0	0	278	82	0	0	0	0	0
zcc16	85	0	0	0	99	0	0	0	0	0	234	131	0	0	0	0	0
zcc17	0	0	0	0	0	0	0	0	0	0	147	154	0	0	0	0	0
zcc18	0	0	0	0	0	0	0	0	0	0	272	171	0	0	0	0	0
zcc19	0	0	0	0	0	0	0	0	0	0	169	142	0	0	0	0	0
zcc20	165	0	0	0	0	0	0	0	0	0	297	152	0	0	0	0	0
zcc21	0	0	0	0	0	0	0	0	0	0	195	147	0	0	0	0	0
zcc22	0	0	105	0	0	0	0	0	0	0	297	97	0	0	0	0	0
zcc23	61	64	0	0	0	0	0	0	0	0	163	192	0	0	0	0	0
zcc24	104	0	0	0	0	0	0	0	0	0	228	115	0	0	0	0	0
zcc25	149	53	0	0	0	0	0	0	0	0	333	85	0	0	0	0	0
zcc26	0	0	0	0	0	0	0	0	0	0	122	141	0	0	0	0	0
zcc27	0	0	0	0	0	0	0	0	98	0	247	182	0	0	0	0	0
zcc28	0	0	0	0	0	0	0	0	0	0	207	140	0	0	0	0	0
zcc29	131	67	0	0	0	0	0	0	0	0	250	117	0	0	0	0	0
zcc30	190	0	0	0	0	0	0	0	0	0	224	133	0	0	0	0	0
zcc31	51	0	0	0	0	0	0	0	0	0	106	174	0	0	0	0	0
zcc32	0	0	0	0	0	0	0	0	0	0	150	76	0	0	0	0	0
zcc33	0	0	0	0	0	70	0	0	0	0	156	0	229	0	0	0	0
zcc34	0	0	0	0	0	0	0	0	0	0	117	132	0	0	0	0	0
zcc35	92	0	0	0	264	318	0	0	0	0	407	86	0	0	0	0	0
zcc36	71	57	0	0	0	0	0	0	0	0	158	121	0	0	0	0	0
zcc37	279	317	0	0	0	0	0	0	0	0	450	190	0	0	0	0	0
zcc38	102	56	0	0	181	127	0	0	0	0	290	88	0	0	0	0	0
zcc39	131	0	0	0	0	0	0	0	0	0	123	201	0	0	0	0	0
zcc40	0	56	0	0	0	0	0	0	0	0	238	120	0	0	0	0	0
zcc41	0	0	0	0	0	0	0	0	0	0	218	112	0	0	0	0	0
zcc42	0	0	0	0	0	0	0	0	0	0	194	149	0	0	0	0	0
zcc43	0	0	0	0	0	0	0	0	0	0	189	226	0	0	0	0	0
zcc44	0	0	0	0	0	0	0	0	0	0	396	110	0	0	0	0	0
zcc45	105	97	0	0	0	0	0	0	0	0	291	142	0	0	0	0	0
zcc46	0	0	0	0	0	0	0	0	0	0	274	54	0	0	0	0	0
zcc47	83	0	0	0	0	0	0	0	0	0	133	168	0	0	0	0	0
zcc48	0	101	0	0	0	82	0	0	0	0	192	0	204	0	0	0	0
zcc49	0	99	0	0	0	0	0	0	0	0	308	159	0	0	0	0	0
zcc50	0	0	0	0	190	151	0	0	0	0	249	0	0	0	0	0	0
zcc51	0	0	0	0	0	0	0	0	0	0	118	142	0	0	0	0	0
zcc52	0	78	0	0	0	0	0	0	0	0	545	141	0	0	0	0	0
zcc53	0	0	0	0	0	0	0	0	0	0	193	124	0	0	0	0	0
zcc54	492	323	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0
zcc55	0	0	0	0	0	0	0	0	0	0	164	260	0	0	0	0	0
zcc56	326	96	0	0	0	0	0	0	0	0	245	234	0	0	0	0	0
zcc57	81	0	0	0	0	0	0	0	0	0	262	0	151	0	0	0	0
zcc58	317	222	0	0	0	229	0	0	0	0	447	117	0	0	0	0	0
zcc59	0	0	0	0	0	0	0	0	0	0	286	176	0	0	0	0	0
zcc60	0	175	0	279	0	0	0	0	0	0	945	0	0	0	0	0	0
zcc61	0	0	0	0	0	0	0	0	0	0	166	85	0	0	0	0	0
zcc62	70	0	0	0	0	0	0	0	0	0	239	111	0	0	0	0	0
zcc63	0	0	0	0	274	210	0	0	0	0	347	0	141	0	0	0	0
zcc64	0	0	0	0	0	0	0	0	0	0	153	115	0	0	0	0	0
zcc65	193	686	0	0	0	0	0	0	0	0	316	314	0	0	0	0	0
zcc66	0	0	0	0	0	0	0	0	0	0	122	132	0	0	0	0	0
zcc67	291	77	0	0	0	179	0	0	0	0	423	202	0	0	0	0	0
zcc68	50	59	0	0	0	0	0	0	0	0	168	157	0	0	0	0	0
zcc69	0	0	0	0	0	0	0	0	0	0	323	176	0	0	0	0	0
zcc70	158	298	0	0	0	0	0	0	0	0	172	173	0	0	0	0	0
zcc71	0	0	0	0	0	0	0	0	0	0	155	137	0	0	0	0	0
zcc72	0	0	0	0	0	0	0	0	0	0	118	181	0	0	0	0	0
zcc73	0	0	0	0	0	0	0	0	0	0	217	86	0	0	0	0	0
zcc74	0	0	0	0	0	0	0	0	0	0	0	0	1366	0	0	3470	0
zcc75	112	57	0	0	0	0	0	0	0	0	205	90	0	0	0	0	0
zcc76	0	0	0	0	0	148	0	0	0	0	451	176	0	0	0	0	0
zcc77	0	0	158	0	0	0	0	0	0	0	310	127	0	0	0	0	0
zcc78	0	0	0	0	0	116	0	0	0	0	0	501	0	0	0	0	0
zcc80	254	1015	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0
zcc81	0	74	0	0	0	0	0	0	0	0	208	119	0	0	0	0	0
zcc82	479	115	0	0	0	0	0	0	0	0	326	142	0	0	0	0	0
zcc83	0	0	0	0	0	0	0	0	0	0	249	287	0	0	0	0	0
zcc84	0	0	0	250	0	0	0	0	0	0	226	122	0	0	0	0	0
zcc85	179	0	0	0	564	528	0	0	0	0	351	215	0	0	0	0	0
zcc86	0	0	0	0	0	0	0	0	0	0	100	128	0	0	0	0	0
zcc87	0	0	0	0	0	0	0	0	0	0	201	151	0	0	0	0	0
zcc88	99	282	0	401	0	0	0	0	0	0	330	140	0	0	0	0	0
zcc89	83	0	0	0	0	68	0	0	0	0	270	144	0	0	0	0	0
zcc90	153	236	0	0	0	0	0	0	0	0	327	196	0	0	0	0	0
zcc91	0	0	0	0	0	0	0	0	0	0	187	124	0	0	0	0	0
zcc92	65	0	0	0	0	0	0	0	0	0	251	252	0	0	0	0	0
zcc93	111	132	0	0	150	135	0	0	0	0	266	81	0	0	0	0	0
zcc94	0	0	0	56	0	55	79	0	0	0	0	86	115	0	0	0	0
zcc95	0	0	0	0	91	0	0	0	0	0	205	135	0	0	0	0	0
zcc96	0	0	0	0	0	0	0	0	0	0	143	98	0	0	0	0	0
zcc97	0	0	0	0	0	0	0	0	0	0	673	231	0	0	0	0	0
zcc98	0	0	0	0	0	0	0	0	0	0	135	115	0	0	0	0	0
zcc279	159	115	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0
zcc99	0	55	0	0	0	0	0	0	0	0	386	133	0	0	0	0	0
zcc100	106	0	0	0	0	0	86	0	0	0	0	72	112	0	0	0	0
zcc101	0	0	0	0	0	0	0	0	0	0	145	135	0	0	0	0	0
zcc102	0	0	0	0	0	0	0	0	0	0	336	115	0	0	0	0	0
zcc103	63	0	0	0	0	0	0	0	0	0	172	111	0	0	0	0	0
zcc104	0	0	0	0	0	0	0	0	0	0	200	167	0	0	0	0	0
zcc106	0	0	0	0	0	0	0	0	0	0	151	154	0	0	0	0	0
zcc107	0	0	0	0	0	0	0	0	0	0	167	76	0	0	0	0	0
zcc108	0	0	0	0	0	0	0	0	0	0	170	76	0	0	0	0	0
zcc109	0	0	0	0	0	0	0	0	0	0	143	105	0	0	0	0	0
zcc110	0	52	0	0	0	0	0	0	0	0	410	64	0	0	0	0	0
zcc111	87	88	0	0	0	0	0	0	0	0	251	121	0	0	0	0	0
zcc112	0	0	0	0	0	0	0	0	0	0	229	181	0	0	0	0	0
zcc113	59	88	0	0	0	0	0	0	0	0	142	137	0	0	0	0	0
zcc114	156	227	0	0	0	0	0	0	0	0	252	161	0	0	0	0	0
zcc115	0	58	0	0	0	0	0	0	0	0	185	121	0	0	0	0	0
zcc116	0	0	0	0	81	55	0	0	0	0	164	0	113	0	0	0	0
zcc117	0	0	0	0	0	0	0	0	0	0	211	121	0	0	0	0	0
zcc118	0	0	0	0	0	0	0	0	0	0	329	102	0	0	0	0	0
zcc119	461	0	0	0	0	0	0	0	0	0	234	201	0	0	0	0	0
zcc120	795	467	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0
zcc121	67	0	0	0	0	0	0	0	0	0	277	161	0	0	0	0	0
zcc122	0	0	0	0	0	0	0	0	0	0	165	137	0	0	0	0	0
zcc123	0	0	0	0	0	0	0	0	0	0	143	142	0	0	0	0	0
zcc124	138	0	0	0	254	221	0	0	0	0	333	78	0	0	0	0	0
zcc125	0	0	0	0	0	60	0	0	0	0	145	268	0	0	0	0	0
zcc126	0	0	0	0	0	0	0	0	0	0	301	197	0	0	0	0	0
zcc127	74	161	0	0	0	0	0	0	0	0	232	182	0	0	0	0	0
zcc128	0	54	0	0	0	0	0	0	0	0	171	106	0	0	0	0	0
zcc129	80	69	0	0	0	0	0	0	0	0	283	97	0	0	0	0	0
zcc130	67	65	94	0	0	80	0	0	0	0	289	60	0	0	0	0	0
zcc131	0	0	0	0	296	471	0	0	0	0	615	0	0	0	0	0	0
zcc132	74	89	0	0	0	0	247	0	0	0	366	159	0	0	0	0	0
zcc133	145	219	0	0	0	0	0	0	0	0	201	114	0	0	0	0	0
zcc134	0	0	0	0	0	0	0	0	0	0	160	124	0	0	0	0	0
zcc135	169	88	0	0	0	0	0	0	0	0	362	166	0	0	0	0	0
zcc136	212	148	0	0	404	469	240	0	0	0	0	0	237	0	0	0	0
zcc137	0	0	0	0	0	0	0	0	0	0	269	186	0	0	0	0	0
zcc138	88	75	0	0	0	0	0	0	0	0	470	105	0	0	0	0	0
zcc139	82	69	0	0	0	0	0	0	0	0	329	149	0	0	0	0	0
zcc141	151	58	0	0	0	0	0	0	0	0	294	146	0	0	0	0	0
zcc142	0	68	0	0	0	0	0	0	0	0	357	118	0	0	0	0	0
zcc143	0	0	0	0	0	0	0	0	0	0	144	87	0	0	0	0	0
zcc144	0	119	0	0	0	0	0	0	0	0	818	139	0	0	0	0	0
zcc145	0	0	0	0	0	0	0	0	0	0	185	165	0	0	0	0	0
zcc146	208	634	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0
zcc147	0	52	0	0	0	0	0	0	0	0	299	168	0	0	0	0	0
zcc148	0	0	0	0	0	0	0	0	0	0	155	149	0	0	0	0	0
zcc149	0	0	0	0	0	0	0	0	0	0	192	337	0	0	0	0	0
zcc150	61	77	0	0	0	0	0	0	0	0	381	131	0	0	0	0	0
zcc151	0	0	0	0	0	0	0	0	0	0	187	149	0	0	0	0	0
zcc152	161	51	0	0	0	0	0	0	0	0	132	138	0	0	0	0	0
zcc153	0	0	0	0	0	0	0	0	0	0	195	178	0	0	0	0	0
zcc154	0	81	0	0	0	0	363	0	0	0	219	96	0	0	0	0	0
zcc155	0	0	0	0	0	0	0	0	0	0	163	139	0	0	0	0	0
zcc156	148	223	0	0	0	169	0	0	0	0	0	0	311	0	0	0	0
zcc157	0	54	0	0	0	67	0	0	0	0	152	115	0	0	0	0	0
zcc158	65	68	0	0	0	0	0	0	0	0	334	87	0	0	0	0	0
zcc159	0	0	0	0	0	0	0	0	0	0	275	121	0	0	0	0	0
zcc160	65	0	0	0	224	211	0	0	0	0	304	115	0	0	0	0	0
zcc161	0	60	0	0	0	0	0	0	0	0	253	99	0	0	0	0	0
zcc162	0	0	0	0	0	0	0	0	0	0	234	110	0	0	0	0	0
zcc163	93	74	0	0	217	236	0	0	0	0	400	127	0	0	0	0	0
zcc164	0	0	0	0	0	0	0	0	0	0	163	149	0	0	0	0	0
zcc165	110	0	0	0	0	0	0	0	0	0	257	88	0	0	0	0	0
zcc166	0	0	0	0	0	0	0	0	0	0	326	137	0	0	0	0	0
zcc167	0	0	0	0	0	0	0	0	0	0	113	107	0	0	0	0	0
zcc168	0	0	0	0	0	0	0	0	0	0	170	171	0	0	0	0	0
zcc169	0	0	0	0	0	56	0	0	0	0	163	131	0	0	0	0	0
zcc170	0	0	0	0	0	0	0	0	0	0	333	91	0	0	0	0	0
zcc171	0	0	0	0	150	99	0	0	0	0	288	86	0	0	0	0	0
zcc172	0	0	0	0	0	0	0	0	0	0	216	151	0	0	0	0	0
zcc173	0	58	0	0	0	0	0	0	0	0	127	51	0	0	0	0	0
zcc174	0	0	0	0	0	0	0	0	0	0	94	53	108	0	0	0	0
zcc175	0	0	0	0	0	0	0	0	0	0	160	114	0	0	0	0	0
zcc176	258	624	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
zcc177	0	0	0	0	0	0	0	0	0	0	287	96	0	0	0	0	0
zcc178	0	0	0	0	0	0	0	0	0	0	206	62	0	0	0	0	0
zcc331	78	0	0	0	0	0	0	0	0	0	403	96	0	0	0	0	0
zcc179	0	0	0	0	0	0	0	0	0	0	183	78	0	0	0	0	0
zcc180	188	0	0	0	0	0	0	0	0	0	178	100	0	0	0	0	0
zcc181	0	0	0	0	0	0	0	0	0	0	159	125	0	0	0	0	0
zcc182	0	0	0	0	0	0	0	0	0	0	203	113	0	0	0	0	0
zcc183	50	0	0	0	0	0	0	0	0	0	182	98	0	0	0	0	0
zcc184	0	0	0	0	0	81	0	0	0	0	249	95	0	0	0	0	0
zcc185	0	0	0	0	0	100	0	0	0	0	166	148	0	0	0	0	0
zcc186	0	0	0	0	0	87	0	0	0	0	285	98	0	0	0	0	0
zcc187	0	110	0	0	0	697	0	0	0	0	1130	0	0	0	0	0	0
zcc188	0	0	0	0	0	0	0	0	0	0	122	0	91	0	0	0	0
zcc337	0	0	0	0	116	0	0	0	0	0	199	94	0	0	0	0	0
zcc190	0	0	0	0	181	155	0	0	0	0	189	89	0	0	0	0	0
zcc191	85	161	0	0	0	0	0	0	0	0	370	0	167	0	0	0	0
zcc192	50	0	0	0	0	0	0	0	0	0	167	172	0	0	0	0	0
zcc193	118	57	0	0	0	0	0	0	0	0	413	144	0	0	0	0	0
zcc194	62	75	0	0	0	0	0	0	0	0	276	0	175	0	0	0	0
zcc344	67	0	0	0	153	0	0	0	0	0	307	164	0	0	0	0	0
zcc195	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
zcc196	96	393	0	0	0	0	0	0	0	0	254	124	0	0	0	0	0
zcc197	0	0	0	0	0	0	0	0	0	0	175	112	0	0	0	0	0
zcc355	0	0	0	0	0	0	0	0	0	0	288	120	0	0	0	0	0
zcc198	159	127	0	0	0	117	0	0	0	0	171	0	317	0	0	0	0
zcc199	0	0	117	0	0	0	0	0	0	0	225	132	0	0	0	0	0
zcc200	0	0	0	0	0	0	0	0	0	0	153	97	0	0	0	0	0
zcc365	0	0	0	0	239	288	0	0	0	0	310	0	0	0	0	0	0
zcc201	0	96	0	0	0	0	0	0	0	0	143	170	0	0	0	0	0
zcc202	0	0	0	0	0	0	0	0	0	0	184	94	0	0	0	0	0
zcc203	57	0	0	0	0	0	0	0	0	0	135	106	0	0	0	0	0
zcc377	113	0	0	0	301	264	0	0	0	0	327	78	0	0	0	0	0
zcc204	89	272	0	0	0	0	0	0	0	0	280	113	0	0	0	0	0
zcc380	180	0	0	0	241	173	0	0	0	0	438	0	0	0	0	0	0
zcc205	100	112	0	0	0	0	0	0	0	0	192	115	0	0	0	0	0
zcc401	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0
zcc403	64	82	0	0	0	0	0	0	0	0	509	89	0	0	0	0	0
zcc206	127	61	0	0	0	0	0	0	0	0	160	148	0	0	0	0	0
zcc207	54	0	0	0	0	0	0	0	0	0	253	350	0	0	0	0	0
zcc209	0	0	0	0	0	0	0	0	0	0	121	135	0	0	0	0	0
zcc210	142	57	0	0	0	0	0	0	0	0	223	124	0	0	0	0	0
zcc211	59	51	0	0	130	0	0	0	0	0	182	169	0	0	0	0	0
zcc212	173	86	0	0	0	0	0	0	0	0	529	170	0	0	0	0	0
zcc213	53	0	0	0	0	0	0	0	0	0	267	196	0	0	0	0	0
zcc214	0	0	0	0	0	144	144	0	0	0	0	172	272	0	0	0	0
zcc215	0	0	0	0	101	0	0	0	0	0	126	158	0	0	0	0	0
zcc216	81	115	0	0	0	293	265	0	0	0	0	0	362	0	0	0	0
zcc217	102	0	0	0	0	0	0	0	0	0	186	197	0	0	0	0	0
zcc218	0	0	0	0	97	139	0	0	0	0	104	134	0	0	0	0	0
zcc219	71	0	0	0	0	0	0	0	0	0	230	0	187	0	0	0	0
zcc220	0	0	0	0	0	0	0	0	0	0	121	54	73	0	0	0	0
zcc221	0	94	0	0	0	0	0	0	0	0	75	145	0	0	0	0	0
zcc222	0	0	0	0	0	0	0	0	0	0	215	0	142	0	0	0	0
zcc223	0	0	0	0	0	0	0	0	0	0	224	236	0	0	0	0	0
zcc224	0	134	0	0	0	0	0	0	0	0	94	161	0	0	0	0	0
zcc225	60	122	0	0	0	0	168	0	0	0	0	274	0	0	0	0	0
zcc226	51	86	0	0	0	0	0	0	0	0	152	199	0	0	0	0	0
zcc227	0	0	56	0	0	0	0	0	0	0	141	119	0	0	0	0	0
zcc228	111	0	0	0	0	0	70	0	0	0	0	207	0	0	0	0	0
zcc229	198	0	0	0	405	445	0	0	0	0	0	188	0	0	0	0	0
zcc230	0	0	0	0	0	0	0	0	0	0	121	238	0	0	0	0	0
zcc232	116	0	0	0	349	390	0	0	0	0	0	0	329	0	0	0	0
zcc233	0	63	302	0	0	107	0	0	0	0	288	134	0	0	0	0	0
zcc234	107	92	0	0	0	105	0	0	0	0	273	263	0	0	0	0	0
zcc235	58	61	0	0	0	0	0	0	0	0	281	181	0	0	0	0	0
zcc237	0	0	0	0	0	0	0	0	0	0	91	188	0	0	0	0	0
zcc238	81	0	0	0	0	0	0	0	0	0	154	135	0	0	0	0	0
zcc239	55	0	0	0	0	0	0	0	0	0	106	210	0	0	0	0	0
zcc240	0	0	0	0	0	0	0	0	0	0	160	233	0	0	0	0	0
zcc241	60	77	0	0	0	0	0	0	0	0	137	149	0	0	0	0	0
zcc242	83	67	0	0	0	0	0	0	0	0	209	191	0	0	0	0	0
zcc243	0	0	0	0	0	0	0	0	0	0	81	193	0	0	0	0	0
zcc244	375	104	0	0	0	276	206	0	0	0	0	222	0	0	0	0	0
zcc245	55	53	0	0	0	0	0	0	0	0	223	180	0	0	0	0	0
zcc246	70	64	0	0	0	0	0	0	0	0	146	163	0	0	0	0	0
zcc247	0	0	0	0	0	0	0	0	0	0	0	83	90	0	0	0	0
zcc248	0	169	0	0	0	0	0	0	0	0	121	149	0	0	0	0	0
zcc249	176	75	0	0	0	0	0	0	0	0	135	159	0	0	0	0	0
zcc250	0	70	0	0	0	0	0	0	0	0	74	160	0	0	0	0	0
zcc251	97	0	0	0	0	0	0	0	0	0	187	111	0	0	0	0	0
zcc252	76	94	0	0	0	0	0	0	0	0	233	192	0	0	0	0	0
I-H-135462-T1-2-D1-1	2588	4702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IID_H158186_T02_01_WG01	0	24232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0014_328066	427	433	0	0	0	0	472	0	0	0	0	0	0	1800	0	1808	0
KiCS0032_273811	0	75	270	0	0	291	0	0	0	0	0	0	137	0	0	0	0
KiCS0032_276054	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	489
KiCS0040_286739	0	0	0	0	0	200	0	0	0	0	0	0	586	0	0	0	474
KiCS0060_291967	0	0	0	0	0	0	0	0	0	0	0	0	880	2492	0	0	292
KiCS0062_291776	4208	20217	0	0	0	0	0	6747	0	0	0	0	0	0	0	0	0
KiCS0156_315663	0	104598	0	0	0	0	0	75438	0	0	0	0	0	0	0	0	0
KiCS0167_318530	251	185	0	0	874	0	535	0	0	0	0	0	749	0	0	0	254
KiCS0182_331429	260	150	425	0	852	0	0	0	0	0	0	0	1000	0	0	0	172
KiCS0195_327479	1603	13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0219_18_1752	126312	24322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KiCS0220_18_748	251	0	0	0	0	0	0	0	0	0	0	0	0	1663	0	2125	0
KiCS0224_18_1655	0	0	0	0	0	0	0	0	0	0	0	0	22147	0	0	0	0
KiCS0231_18_5970	0	0	0	0	227	172	0	0	0	0	0	0	227	0	0	0	193
KiCS0279_19_2126_A_02_00	8770	19104	0	0	0	0	0	7794	0	0	0	0	0	0	0	0	0
