curve	recall	precision	average_precision
Sig -	1.0	0.3783783783783784	0.9517547928262213
Sig -	1.0	0.3888888888888889	0.9517547928262213
Sig -	1.0	0.4	0.9517547928262213
Sig -	1.0	0.4117647058823529	0.9517547928262213
Sig -	1.0	0.42424242424242425	0.9517547928262213
Sig -	1.0	0.4375	0.9517547928262213
Sig -	1.0	0.45161290322580644	0.9517547928262213
Sig -	1.0	0.4666666666666667	0.9517547928262213
Sig -	1.0	0.4827586206896552	0.9517547928262213
Sig -	1.0	0.5	0.9517547928262213
Sig -	1.0	0.5185185185185185	0.9517547928262213
Sig -	1.0	0.5384615384615384	0.9517547928262213
Sig -	1.0	0.56	0.9517547928262213
Sig -	1.0	0.5833333333333334	0.9517547928262213
Sig -	1.0	0.6086956521739131	0.9517547928262213
Sig -	1.0	0.6363636363636364	0.9517547928262213
Sig -	1.0	0.6666666666666666	0.9517547928262213
Sig -	1.0	0.7	0.9517547928262213
Sig -	1.0	0.7368421052631579	0.9517547928262213
Sig -	1.0	0.7777777777777778	0.9517547928262213
Sig -	1.0	0.8235294117647058	0.9517547928262213
Sig -	1.0	0.875	0.9517547928262213
Sig -	0.9285714285714286	0.8666666666666667	0.9517547928262213
Sig -	0.8571428571428571	0.8571428571428571	0.9517547928262213
Sig -	0.7857142857142857	0.8461538461538461	0.9517547928262213
Sig -	0.7857142857142857	0.9166666666666666	0.9517547928262213
Sig -	0.7142857142857143	0.9090909090909091	0.9517547928262213
Sig -	0.6428571428571429	0.9	0.9517547928262213
Sig -	0.5714285714285714	0.8888888888888888	0.9517547928262213
Sig -	0.5714285714285714	1.0	0.9517547928262213
Sig -	0.5	1.0	0.9517547928262213
Sig -	0.42857142857142855	1.0	0.9517547928262213
Sig -	0.35714285714285715	1.0	0.9517547928262213
Sig -	0.2857142857142857	1.0	0.9517547928262213
Sig -	0.21428571428571427	1.0	0.9517547928262213
Sig -	0.14285714285714285	1.0	0.9517547928262213
Sig -	0.07142857142857142	1.0	0.9517547928262213
Sig -	0.0	1.0	0.9517547928262213
Sig +	1.0	0.6216216216216216	0.9857871064467765
Sig +	1.0	0.6388888888888888	0.9857871064467765
Sig +	1.0	0.6571428571428571	0.9857871064467765
