	Signature	Precision	Recall	F1-score	Support	Positive Class (in Red)
376	Sig -	0.7903225806451613	0.8596491228070176	0.823529411764706	57.0	"Platinum
Treated"
377	Sig +	0.8461538461538461	0.7719298245614035	0.8073394495412844	57.0	"Platinum
Treated"
378	Sig -	0.8333333333333334	0.9459459459459459	0.8860759493670887	37.0	TopRQ
379	Sig +	0.9375	0.8108108108108109	0.8695652173913043	37.0	TopRQ
380	Sig -	1.0	1.0	1.0	22.0	Sig+
381	Sig +	1.0	1.0	1.0	22.0	Sig+
382	Sig -	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
383	Sig +	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
384	Sig -	0.8	0.8421052631578947	0.8205128205128205	57.0	"Platinum
Treated"
385	Sig +	0.8333333333333334	0.7894736842105263	0.8108108108108109	57.0	"Platinum
Treated"
386	Sig -	0.875	0.9459459459459459	0.9090909090909091	37.0	TopRQ
387	Sig +	0.9411764705882353	0.8648648648648649	0.9014084507042254	37.0	TopRQ
388	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
389	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
390	Sig -	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
391	Sig +	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
392	Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
393	Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
394	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
395	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
396	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
397	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
398	Sig -	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
399	Sig +	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
400	Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
401	Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
402	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
403	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
404	Sig -	1.0	1.0	1.0	22.0	Sig+
405	Sig +	1.0	1.0	1.0	22.0	Sig+
406	Sig -	0.7894736842105263	1.0	0.8823529411764706	15.0	Sig-
407	Sig +	1.0	0.7333333333333333	0.846153846153846	15.0	Sig-
408	Sig -	0.8	0.9122807017543859	0.8524590163934427	57.0	"Platinum
Treated"
409	Sig +	0.8979591836734694	0.7719298245614035	0.8301886792452831	57.0	"Platinum
Treated"
410	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
411	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
412	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
413	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
414	Sig -	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
415	Sig +	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
416	Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
417	Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
418	Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
419	Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
420	Sig -	1.0	1.0	1.0	22.0	Sig+
421	Sig +	1.0	1.0	1.0	22.0	Sig+
422	Sig -	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
423	Sig +	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
424	Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
425	Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
426	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
427	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
428	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
429	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
430	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
431	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
432	Sig -	0.7910447761194029	0.9298245614035088	0.8548387096774193	57.0	"Platinum
Treated"
433	Sig +	0.9148936170212766	0.7543859649122807	0.8269230769230769	57.0	"Platinum
Treated"
434	Sig -	0.8333333333333334	0.9459459459459459	0.8860759493670887	37.0	TopRQ
435	Sig +	0.9375	0.8108108108108109	0.8695652173913043	37.0	TopRQ
436	Sig -	1.0	1.0	1.0	22.0	Sig+
437	Sig +	1.0	1.0	1.0	22.0	Sig+
438	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
439	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
440	Sig -	0.7619047619047619	0.8421052631578947	0.8	57.0	"Platinum
Treated"
441	Sig +	0.8235294117647058	0.7368421052631579	0.7777777777777778	57.0	"Platinum
Treated"
442	Sig -	0.8809523809523809	1.0	0.9367088607594937	37.0	TopRQ
443	Sig +	1.0	0.8648648648648649	0.927536231884058	37.0	TopRQ
444	Sig -	1.0	1.0	1.0	22.0	Sig+
445	Sig +	1.0	1.0	1.0	22.0	Sig+
446	Sig -	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
447	Sig +	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
448	Sig -	0.7903225806451613	0.8596491228070176	0.823529411764706	57.0	"Platinum
Treated"
449	Sig +	0.8461538461538461	0.7719298245614035	0.8073394495412844	57.0	"Platinum
Treated"
450	Sig -	0.8809523809523809	1.0	0.9367088607594937	37.0	TopRQ
451	Sig +	1.0	0.8648648648648649	0.927536231884058	37.0	TopRQ
452	Sig -	1.0	1.0	1.0	22.0	Sig+
453	Sig +	1.0	1.0	1.0	22.0	Sig+
454	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
455	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
456	Sig -	0.7894736842105263	0.7894736842105263	0.7894736842105263	57.0	"Platinum
Treated"
457	Sig +	0.7894736842105263	0.7894736842105263	0.7894736842105263	57.0	"Platinum
Treated"
458	Sig -	0.8717948717948718	0.918918918918919	0.8947368421052632	37.0	TopRQ
459	Sig +	0.9142857142857143	0.8648648648648649	0.888888888888889	37.0	TopRQ
460	Sig -	1.0	1.0	1.0	22.0	Sig+
461	Sig +	1.0	1.0	1.0	22.0	Sig+
462	Sig -	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
463	Sig +	0.75	0.8	0.7741935483870969	15.0	Sig-
464	Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
465	Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
466	Sig -	0.8292682926829268	0.918918918918919	0.8717948717948718	37.0	TopRQ
467	Sig +	0.9090909090909091	0.8108108108108109	0.8571428571428571	37.0	TopRQ
468	Sig -	1.0	1.0	1.0	22.0	Sig+
469	Sig +	1.0	1.0	1.0	22.0	Sig+
470	Sig -	0.7222222222222222	0.8666666666666667	0.7878787878787877	15.0	Sig-
471	Sig +	0.8333333333333334	0.6666666666666666	0.7407407407407408	15.0	Sig-
472	Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
473	Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
474	Sig -	0.875	0.9459459459459459	0.9090909090909091	37.0	TopRQ
475	Sig +	0.9411764705882353	0.8648648648648649	0.9014084507042254	37.0	TopRQ
476	Sig -	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
477	Sig +	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
478	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
479	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
480	Sig -	0.7704918032786885	0.8245614035087719	0.7966101694915254	57.0	"Platinum
Treated"
481	Sig +	0.8113207547169812	0.7543859649122807	0.7818181818181817	57.0	"Platinum
Treated"
482	Sig -	0.85	0.918918918918919	0.8831168831168831	37.0	TopRQ
483	Sig +	0.9117647058823529	0.8378378378378378	0.8732394366197184	37.0	TopRQ
484	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
485	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
486	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
487	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
488	Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
489	Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
490	Sig -	0.8918918918918919	0.8918918918918919	0.8918918918918919	37.0	TopRQ
491	Sig +	0.8918918918918919	0.8918918918918919	0.8918918918918919	37.0	TopRQ
492	Sig -	0.9090909090909091	0.9090909090909091	0.9090909090909091	22.0	Sig+
493	Sig +	0.9090909090909091	0.9090909090909091	0.9090909090909091	22.0	Sig+
494	Sig -	0.7368421052631579	0.9333333333333333	0.8235294117647058	15.0	Sig-
495	Sig +	0.9090909090909091	0.6666666666666666	0.7692307692307692	15.0	Sig-
496	Sig -	0.8059701492537313	0.9473684210526315	0.8709677419354839	57.0	"Platinum
Treated"
497	Sig +	0.9361702127659575	0.7719298245614035	0.8461538461538461	57.0	"Platinum
Treated"
498	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
499	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
500	Sig -	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
501	Sig +	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
502	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
503	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
504	Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
505	Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
506	Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
507	Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
508	Sig -	1.0	1.0	1.0	22.0	Sig+
509	Sig +	1.0	1.0	1.0	22.0	Sig+
510	Sig -	0.8666666666666667	0.8666666666666667	0.8666666666666667	15.0	Sig-
511	Sig +	0.8666666666666667	0.8666666666666667	0.8666666666666667	15.0	Sig-
512	Sig -	0.7704918032786885	0.8245614035087719	0.7966101694915254	57.0	"Platinum
Treated"
513	Sig +	0.8113207547169812	0.7543859649122807	0.7818181818181817	57.0	"Platinum
Treated"
514	Sig -	0.8604651162790697	1.0	0.9249999999999999	37.0	TopRQ
515	Sig +	1.0	0.8378378378378378	0.911764705882353	37.0	TopRQ
516	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
517	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
518	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
519	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
520	Sig -	0.7941176470588235	0.9473684210526315	0.864	57.0	"Platinum
Treated"
521	Sig +	0.9347826086956522	0.7543859649122807	0.8349514563106796	57.0	"Platinum
Treated"
522	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
523	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
524	Sig -	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
525	Sig +	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
526	Sig -	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
527	Sig +	0.75	0.8	0.7741935483870969	15.0	Sig-
528	Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
529	Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
530	Sig -	0.875	0.9459459459459459	0.9090909090909091	37.0	TopRQ
531	Sig +	0.9411764705882353	0.8648648648648649	0.9014084507042254	37.0	TopRQ
532	Sig -	1.0	1.0	1.0	22.0	Sig+
533	Sig +	1.0	1.0	1.0	22.0	Sig+
534	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
535	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
536	Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
537	Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
538	Sig -	0.8611111111111112	0.8378378378378378	0.8493150684931507	37.0	TopRQ
539	Sig +	0.8421052631578947	0.8648648648648649	0.8533333333333334	37.0	TopRQ
540	Sig -	0.9130434782608695	0.9545454545454546	0.9333333333333332	22.0	Sig+
541	Sig +	0.9523809523809523	0.9090909090909091	0.9302325581395349	22.0	Sig+
542	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
543	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
544	Sig -	0.7619047619047619	0.8421052631578947	0.8	57.0	"Platinum
Treated"
545	Sig +	0.8235294117647058	0.7368421052631579	0.7777777777777778	57.0	"Platinum
Treated"
546	Sig -	0.868421052631579	0.8918918918918919	0.88	37.0	TopRQ
547	Sig +	0.8888888888888888	0.8648648648648649	0.8767123287671232	37.0	TopRQ
548	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
549	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
550	Sig -	0.8235294117647058	0.9333333333333333	0.8749999999999999	15.0	Sig-
551	Sig +	0.9230769230769231	0.8	0.8571428571428571	15.0	Sig-
552	Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
553	Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
554	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
555	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
556	Sig -	1.0	1.0	1.0	22.0	Sig+
557	Sig +	1.0	1.0	1.0	22.0	Sig+
558	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
559	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
560	Sig -	0.8181818181818182	0.9473684210526315	0.8780487804878049	57.0	"Platinum
Treated"
561	Sig +	0.9375	0.7894736842105263	0.8571428571428572	57.0	"Platinum
Treated"
562	Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
563	Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
564	Sig -	1.0	1.0	1.0	22.0	Sig+
565	Sig +	1.0	1.0	1.0	22.0	Sig+
566	Sig -	0.6923076923076923	0.6	0.6428571428571429	15.0	Sig-
567	Sig +	0.6470588235294118	0.7333333333333333	0.6875	15.0	Sig-
568	Sig -	0.8	0.9122807017543859	0.8524590163934427	57.0	"Platinum
Treated"
569	Sig +	0.8979591836734694	0.7719298245614035	0.8301886792452831	57.0	"Platinum
Treated"
570	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
571	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
572	Sig -	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
573	Sig +	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
574	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
575	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
576	Sig -	0.7419354838709677	0.8070175438596491	0.7731092436974789	57.0	"Platinum
Treated"
577	Sig +	0.7884615384615384	0.7192982456140351	0.7522935779816514	57.0	"Platinum
Treated"
578	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
579	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
580	Sig -	1.0	1.0	1.0	22.0	Sig+
581	Sig +	1.0	1.0	1.0	22.0	Sig+
582	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
583	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
584	Sig -	0.7878787878787878	0.9122807017543859	0.8455284552845528	57.0	"Platinum
Treated"
585	Sig +	0.8958333333333334	0.7543859649122807	0.819047619047619	57.0	"Platinum
Treated"
586	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
587	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
588	Sig -	1.0	1.0	1.0	22.0	Sig+
589	Sig +	1.0	1.0	1.0	22.0	Sig+
590	Sig -	0.8333333333333334	1.0	0.9090909090909091	15.0	Sig-
591	Sig +	1.0	0.8	0.888888888888889	15.0	Sig-
592	Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
593	Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
594	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
595	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
596	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
597	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
598	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
599	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
600	Sig -	0.7611940298507462	0.8947368421052632	0.8225806451612904	57.0	"Platinum
Treated"
601	Sig +	0.8723404255319149	0.7192982456140351	0.7884615384615385	57.0	"Platinum
Treated"
602	Sig -	0.85	0.918918918918919	0.8831168831168831	37.0	TopRQ
603	Sig +	0.9117647058823529	0.8378378378378378	0.8732394366197184	37.0	TopRQ
604	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
605	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
606	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
607	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
608	Sig -	0.8095238095238095	0.8947368421052632	0.8500000000000001	57.0	"Platinum
Treated"
609	Sig +	0.8823529411764706	0.7894736842105263	0.8333333333333333	57.0	"Platinum
Treated"
610	Sig -	0.85	0.918918918918919	0.8831168831168831	37.0	TopRQ
611	Sig +	0.9117647058823529	0.8378378378378378	0.8732394366197184	37.0	TopRQ
612	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
613	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
614	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
615	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
616	Sig -	0.7868852459016393	0.8421052631578947	0.8135593220338982	57.0	"Platinum
Treated"
617	Sig +	0.8301886792452831	0.7719298245614035	0.8	57.0	"Platinum
Treated"
618	Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
619	Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
620	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
621	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
622	Sig -	0.7894736842105263	1.0	0.8823529411764706	15.0	Sig-
623	Sig +	1.0	0.7333333333333333	0.846153846153846	15.0	Sig-
624	Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
625	Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
626	Sig -	0.868421052631579	0.8918918918918919	0.88	37.0	TopRQ
627	Sig +	0.8888888888888888	0.8648648648648649	0.8767123287671232	37.0	TopRQ
628	Sig -	0.9166666666666666	1.0	0.9565217391304348	22.0	Sig+
629	Sig +	1.0	0.9090909090909091	0.9523809523809523	22.0	Sig+
630	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
631	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
632	Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
633	Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
634	Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
635	Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
636	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
637	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
638	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
639	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
640	Sig -	0.7903225806451613	0.8596491228070176	0.823529411764706	57.0	"Platinum
Treated"
641	Sig +	0.8461538461538461	0.7719298245614035	0.8073394495412844	57.0	"Platinum
Treated"
642	Sig -	0.8780487804878049	0.972972972972973	0.923076923076923	37.0	TopRQ
643	Sig +	0.9696969696969697	0.8648648648648649	0.9142857142857143	37.0	TopRQ
644	Sig -	1.0	1.0	1.0	22.0	Sig+
645	Sig +	1.0	1.0	1.0	22.0	Sig+
646	Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
647	Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
648	Sig -	0.7878787878787878	0.9122807017543859	0.8455284552845528	57.0	"Platinum
Treated"
649	Sig +	0.8958333333333334	0.7543859649122807	0.819047619047619	57.0	"Platinum
Treated"
650	Sig -	0.8292682926829268	0.918918918918919	0.8717948717948718	37.0	TopRQ
651	Sig +	0.9090909090909091	0.8108108108108109	0.8571428571428571	37.0	TopRQ
652	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
653	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
654	Sig -	0.8125	0.8666666666666667	0.8387096774193549	15.0	Sig-
655	Sig +	0.8571428571428571	0.8	0.8275862068965518	15.0	Sig-
656	Sig -	0.7833333333333333	0.8245614035087719	0.8034188034188033	57.0	"Platinum
Treated"
657	Sig +	0.8148148148148148	0.7719298245614035	0.7927927927927928	57.0	"Platinum
Treated"
658	Sig -	0.875	0.9459459459459459	0.9090909090909091	37.0	TopRQ
659	Sig +	0.9411764705882353	0.8648648648648649	0.9014084507042254	37.0	TopRQ
660	Sig -	0.9130434782608695	0.9545454545454546	0.9333333333333332	22.0	Sig+
661	Sig +	0.9523809523809523	0.9090909090909091	0.9302325581395349	22.0	Sig+
662	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
663	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
664	Sig -	0.7833333333333333	0.8245614035087719	0.8034188034188033	57.0	"Platinum
Treated"
665	Sig +	0.8148148148148148	0.7719298245614035	0.7927927927927928	57.0	"Platinum
Treated"
666	Sig -	0.868421052631579	0.8918918918918919	0.88	37.0	TopRQ
667	Sig +	0.8888888888888888	0.8648648648648649	0.8767123287671232	37.0	TopRQ
668	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
669	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
670	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
671	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
672	Sig -	0.8095238095238095	0.8947368421052632	0.8500000000000001	57.0	"Platinum
Treated"
673	Sig +	0.8823529411764706	0.7894736842105263	0.8333333333333333	57.0	"Platinum
Treated"
674	Sig -	0.85	0.918918918918919	0.8831168831168831	37.0	TopRQ
675	Sig +	0.9117647058823529	0.8378378378378378	0.8732394366197184	37.0	TopRQ
676	Sig -	1.0	1.0	1.0	22.0	Sig+
677	Sig +	1.0	1.0	1.0	22.0	Sig+
678	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
679	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
680	Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
681	Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
682	Sig -	0.8292682926829268	0.918918918918919	0.8717948717948718	37.0	TopRQ
683	Sig +	0.9090909090909091	0.8108108108108109	0.8571428571428571	37.0	TopRQ
684	Sig -	1.0	1.0	1.0	22.0	Sig+
685	Sig +	1.0	1.0	1.0	22.0	Sig+
686	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
687	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
688	Sig -	0.7868852459016393	0.8421052631578947	0.8135593220338982	57.0	"Platinum
Treated"
689	Sig +	0.8301886792452831	0.7719298245614035	0.8	57.0	"Platinum
Treated"
690	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
691	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
692	Sig -	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
693	Sig +	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
694	Sig -	0.875	0.9333333333333333	0.9032258064516129	15.0	Sig-
695	Sig +	0.9285714285714286	0.8666666666666667	0.896551724137931	15.0	Sig-
696	Sig -	0.803030303030303	0.9298245614035088	0.8617886178861788	57.0	"Platinum
Treated"
697	Sig +	0.9166666666666666	0.7719298245614035	0.838095238095238	57.0	"Platinum
Treated"
698	Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
699	Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
700	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
701	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
702	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
703	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
704	Sig -	0.8	0.9122807017543859	0.8524590163934427	57.0	"Platinum
Treated"
705	Sig +	0.8979591836734694	0.7719298245614035	0.8301886792452831	57.0	"Platinum
Treated"
706	Sig -	0.8536585365853658	0.9459459459459459	0.8974358974358975	37.0	TopRQ
707	Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
708	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
709	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
710	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
711	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
712	Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
