	Signature	Precision	Recall	F1-score	Support	Positive Class (in Red)
0	Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
1	Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
2	Sig -	0.875	0.9459459459459459	0.9090909090909091	37.0	TopRQ
3	Sig +	0.9411764705882353	0.8648648648648649	0.9014084507042254	37.0	TopRQ
4	Sig -	1.0	1.0	1.0	22.0	Sig+
5	Sig +	1.0	1.0	1.0	22.0	Sig+
6	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
7	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
8	Sig -	0.7833333333333333	0.8245614035087719	0.8034188034188033	57.0	"Platinum
Treated"
9	Sig +	0.8148148148148148	0.7719298245614035	0.7927927927927928	57.0	"Platinum
Treated"
10	Sig -	0.8604651162790697	1.0	0.9249999999999999	37.0	TopRQ
11	Sig +	1.0	0.8378378378378378	0.911764705882353	37.0	TopRQ
12	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
13	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
14	Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
15	Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
16	Sig -	0.8125	0.9122807017543859	0.859504132231405	57.0	"Platinum
Treated"
17	Sig +	0.9	0.7894736842105263	0.8411214953271027	57.0	"Platinum
Treated"
18	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
19	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
20	Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
21	Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
22	Sig -	0.7222222222222222	0.8666666666666667	0.7878787878787877	15.0	Sig-
23	Sig +	0.8333333333333334	0.6666666666666666	0.7407407407407408	15.0	Sig-
24	Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
25	Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
26	Sig -	0.8292682926829268	0.918918918918919	0.8717948717948718	37.0	TopRQ
27	Sig +	0.9090909090909091	0.8108108108108109	0.8571428571428571	37.0	TopRQ
28	Sig -	1.0	1.0	1.0	22.0	Sig+
29	Sig +	1.0	1.0	1.0	22.0	Sig+
30	Sig -	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
31	Sig +	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
32	Sig -	0.7758620689655172	0.7894736842105263	0.7826086956521741	57.0	"Platinum
Treated"
33	Sig +	0.7857142857142857	0.7719298245614035	0.7787610619469025	57.0	"Platinum
Treated"
34	Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
35	Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
36	Sig -	1.0	0.9545454545454546	0.9767441860465117	22.0	Sig+
37	Sig +	0.9565217391304348	1.0	0.9777777777777777	22.0	Sig+
38	Sig -	0.7777777777777778	0.9333333333333333	0.8484848484848485	15.0	Sig-
39	Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
40	Sig -	0.7903225806451613	0.8596491228070176	0.823529411764706	57.0	"Platinum
Treated"
41	Sig +	0.8461538461538461	0.7719298245614035	0.8073394495412844	57.0	"Platinum
Treated"
