iter	Logloss
721	0.08704276818
722	0.08689484162
723	0.08672122285
724	0.08655881348
725	0.0863490245
726	0.086184788
727	0.08606215715
728	0.08592092159
729	0.08578678382
730	0.085633704
731	0.08549393825
732	0.08534960927
733	0.08521662721
734	0.08509133769
735	0.08492398442
736	0.08476255921
737	0.0846596454
738	0.08450765386
739	0.0844158873
740	0.08427390419
741	0.08419831041
742	0.08409172092
743	0.08394956589
744	0.08384255419
745	0.08368157117
746	0.08353467962
747	0.08340700163
748	0.08320617359
749	0.08298501906
750	0.08283065216
751	0.08266343884
752	0.08253023314
753	0.08239177795
754	0.08223433768
755	0.08201972141
756	0.08190452605
757	0.08174905758
758	0.08161482805
759	0.08147658302
760	0.08135198547
761	0.08116226165
762	0.08102506964
763	0.08088898615
764	0.08074894187
765	0.08062623478
766	0.08049166339
767	0.08039661578
768	0.08029367092
769	0.08018033057
770	0.08004652038
771	0.07988798836
772	0.07970196481
773	0.07957736123
774	0.07939313507
775	0.07926624622
776	0.07916738826
777	0.07905753783
778	0.07890000536
779	0.07873500511
780	0.07862198409
781	0.078499296
782	0.07837556116
783	0.07820192333
784	0.07806106831
785	0.0779246352
786	0.0778014016
787	0.07769961388
788	0.07758513124
789	0.07745775593
790	0.07732637934
791	0.07719915397
792	0.07701736831
793	0.07687531691
794	0.0767793466
795	0.07667239079
796	0.076573213
797	0.076484076
798	0.07632970288
799	0.0761353191
800	0.07601165231
801	0.07586661913
802	0.07577885818
803	0.07567284734
804	0.07554696618
805	0.07542830004
806	0.07530535217
807	0.07516885189
808	0.07504475402
809	0.07493330538
810	0.07479712081
811	0.07469066574
812	0.07457142348
813	0.07445431178
814	0.07431719135
815	0.07409872891
816	0.0739298235
817	0.07382287687
818	0.07368670305
819	0.07355834873
820	0.07344945669
821	0.07330729719
822	0.07313595327
823	0.0729956779
824	0.07293227917
825	0.07283193419
826	0.07270209473
827	0.0725940795
828	0.07251331129
829	0.07239273942
830	0.07227994675
831	0.07213351857
832	0.07201878441
833	0.07191867232
834	0.07181732835
835	0.07172746621
836	0.07161241466
837	0.07152260325
838	0.07142710804
839	0.07132608797
840	0.07121813614
841	0.07112758184
842	0.07103694317
843	0.0709516886
844	0.07082711396
845	0.07072701839
846	0.07060540995
847	0.07053361107
848	0.07038977829
849	0.07029246173
850	0.07015640574
851	0.07004861155
852	0.06991877655
853	0.06983377257
854	0.06971484131
855	0.06960776101
856	0.06951245846
857	0.06941785794
858	0.06927805152
859	0.06918124482
860	0.06909083376
861	0.06900007507
862	0.06891045136
863	0.06876804034
864	0.06866857919
865	0.06853755359
866	0.06841150988
867	0.06833546944
868	0.0682332833
869	0.06815642063
870	0.06803697211
871	0.06794523764
872	0.0678014528
873	0.06770827745
874	0.06759430412
875	0.06744140548
876	0.06728380484
877	0.06718101036
878	0.06707088525
879	0.06695139036
880	0.06683548708
881	0.06675656072
882	0.06665566775
883	0.06657181581
884	0.0664728711
885	0.0663414659
886	0.06624984903
887	0.06613226129
888	0.06604328485
889	0.06587505831
890	0.06574677347
891	0.06564722477
892	0.06550517765
893	0.06540785246
894	0.06531573714
895	0.06519855695
896	0.06507539215
897	0.06498914231
898	0.06491145113
899	0.06482914773
900	0.064756609
901	0.06465879623
902	0.06458491596
903	0.06451332979
904	0.06439880971
905	0.06432751808
906	0.06422496649
907	0.06412699061
908	0.06405285889
909	0.06398526443
910	0.06388685039
911	0.06380248877
912	0.06370933298
913	0.06362256538
914	0.06353121859
915	0.06343873143
916	0.06336188614
917	0.06324678628
918	0.06315843941
919	0.06301491385
920	0.06294144945
921	0.06285852008
922	0.0627716694
923	0.06267665308
924	0.06258157231
925	0.06244901518
926	0.06235097727
927	0.062301267
928	0.06221868061
929	0.06213215633
930	0.06205057688
931	0.06194661018
932	0.06187217596
933	0.06178559245
934	0.06170590613
935	0.06161332776
936	0.06155449251
937	0.06148242547
938	0.06140971066
939	0.06134417504
940	0.0612580739
941	0.0611887992
942	0.0610945483
943	0.06100550933
944	0.0609179354
945	0.06079451591
946	0.06072336597
947	0.06065787685
948	0.06055814972
949	0.06046088655
950	0.06037527981
951	0.06030269184
952	0.06022539493
953	0.06010480771
954	0.05998390081
955	0.05988739263
956	0.05982671852
957	0.05974906161
958	0.05964962908
959	0.05957647705
960	0.05947329483
961	0.0594009762
962	0.05933392582
963	0.05925553062
964	0.0591828106
965	0.05910081174
966	0.05900305193
967	0.05892959045
968	0.05884111722
969	0.05876401712
970	0.05870324175
971	0.05861730333
972	0.0585555035
973	0.0584851938
974	0.0584012283
975	0.05830538062
976	0.05824256272
977	0.05816006692
978	0.05806392493
979	0.05801743666
980	0.05791248555
981	0.05776236746
982	0.05768543941
983	0.05761424551
984	0.05753319791
985	0.05745951192
986	0.05740094663
987	0.05729147916
988	0.05722917883
989	0.05712581376
990	0.05704897903
991	0.05698953408
992	0.05692224298
993	0.05682824285
994	0.05671597018
995	0.05666678076
996	0.05658905202
997	0.0564880992
998	0.05640651106
999	0.05633602707
